X,Y,LITTERID,MAPX,MAPY,LINK_ID,TYPE,BUSSTOP,NAME,CREATEDAT,GLOBALID,LINERCHG,OWNER,LINEREA,LCAN_REPAI,RAT_COVER,POWERWASH,LCAN_DAMAG,DOOR,CONCRETE_B,COMMENTS,SENSORED,OBJECTID,GIS_ID,GLOBALID_1,CREATOR,CREATED,EDITOR,EDITED
-76.9999760623443,38.9198251769686,1654,399989.284637,139099.843822,18584,1,1,TQ,2004/02/19 05:00:00+00,{F03412DF-C8F8-4C06-A8A1-8C1603BF536D},,1, , ,,, , , ,"ratplates, powerwash",0,1729,LitterCans_2375,{AA80066E-2ABC-4A8D-8A7D-93EB8A3B935F},,,,
-77.0415811834324,38.9198081033667,4388,396394.287483,139104.12019,27852,2,1,TQ,2004/08/11 04:00:00+00,{B5AAF5D8-7707-4471-AFDB-F89DB86AFE55},,1,1, ,,, , , ,"ratplates, powerwash",0,1730,LitterCans_2376,{5538FF3F-9D91-46BD-BA11-C348A575CA00},,,,
-77.0418380915975,38.9197690326254,4062,396372.006886,139099.792457,27852,1,1,TQ,2004/03/03 05:00:00+00,{DD351F4B-4A7A-44C0-A56D-4505A8C9C57B},,1, , ,,, , , ,"ratplate, powerwash",0,1731,LitterCans_2377,{BB04ACC4-74AD-4652-9F82-4B3C231B82E8},,,,
-76.9727666055439,38.9197638643415,0,0,0,0,1,1,TQ,,{431A4FA2-1B6B-4AEE-B0AF-3EB432FCD67A},,1, , ,,, ,broken, , ,0,1732,LitterCans_2380,{4B661AE6-08F3-4973-B338-2E46283F84D2},,,,
-77.0938793246214,38.9197025888329,5436,391858.995331,139095.772086,1666,Steel,0,YXF,2008/02/26 05:00:00+00,{A6CE78B8-45A6-4382-943D-B4F40AA28576},, , , ,,, , , , ,0,1733,LitterCans_2381,{31D933CF-4F23-4D1D-BDAD-04E62CA1F264},,,,
-77.0003552024939,38.9196755661149,1653,399969.395,139088.585537,18584,1,1,TQ,2004/02/19 05:00:00+00,{B2500166-2047-4E5C-AC82-40DC16DC30D0},,1, , ,,, , , ,"ratplates, powerwash",0,1734,LitterCans_2382,{B85D97DE-1A43-45E5-86F4-5456F29CA758},,,,
-77.0449055694574,38.919660262549,4228,396105.990178,139087.845286,21645,1,1,TQ,2004/03/03 05:00:00+00,{20E60AB7-CA4B-4320-8594-67D732D84D69},,1, , ,,, , , ,powerwash,0,1735,LitterCans_2383,{1C13B039-00C3-41D1-A7FB-A8D209CBA243},,,,
-77.0219946389316,38.9196459759222,0,0,0,0,1,0,TQ,,{CAFC41C0-6A6C-42C0-9BB0-4F5ECEF53885},,1, , ,,, ,missing,Yes,"ratplate, powerwash",0,1736,LitterCans_2384,{AA3F53D5-E744-4ABF-A4E2-17EC971F597A},,,,
-76.9911766842445,38.9196177605796,1671,0,0,0,1,0,TQ,,{DC1BC0BB-A52E-4EC3-8D8E-388A3391976F},,1, , ,,, ,broken, ,"ratplates, powerwash",0,1737,LitterCans_2385,{3611B5B5-B144-4647-9E5C-4645374A5445},,,,
-77.0710772856395,38.919558352826,0,0,0,0,1,1,TQ,,{D27B9026-D047-40DD-A9BE-B07D1D450399},,1, , ,,, , , , ,0,1738,LitterCans_2387,{695054A9-D7A4-4DDD-92DF-97D3893B0147},,,,
-77.0417773782985,38.9195319461202,4387,396377.260412,139073.471463,11264,1,0,TQ,2004/08/11 04:00:00+00,{752E4BD8-38FA-46A2-B7BC-E03E017C4C7F},,1, , ,,, , , ,"ratplates, powerwash",0,1739,LitterCans_2389,{4B0C24D1-A033-4E8B-93B2-1B29DBDB3481},,,,
-77.000679763271,38.9195369535269,1566,399941.249287,139073.199214,22201,1,1,TQ,2004/02/19 05:00:00+00,{4CD8E674-0122-4E71-B6F0-7BB911972011},,1, , ,,, , , ,"ratplates, powerwash",0,1740,LitterCans_2390,{F0634F58-2E22-45E7-91CE-45784405053F},,,,
-77.0269481536273,38.9195107324196,3698,397663.251434,139070.632811,24399,1,0,TQ,2004/03/02 05:00:00+00,{CF9DCC7F-68C6-42C9-AC10-6459FCDC5DAE},,1,1, ,,, , , ,"ratplate, powerwash",0,1741,LitterCans_2391,{6824542B-A8B8-4267-B702-61D956A318E4},,,,
-77.092030234461,38.9194540965266,4655,392019.320229,139068.024417,13275,Steel,0,BXM,2008/01/22 05:00:00+00,{2DE9FBCA-1749-41CC-A193-FE3447AB7CAB},, , , ,,, , , , ,0,1742,LitterCans_2393,{050BB223-A98C-4004-9A8D-86FB2013B540},,,,
-77.0321061358698,38.9194550277154,3198,397215.948117,139064.593685,29923,1,0,TQ,2004/02/27 05:00:00+00,{DB4E240D-1A75-4EBB-9C4E-E07DDC6DCB57},,1, , ,,, , , ,"ratplate, powerwash",0,1743,LitterCans_2394,{029BD778-DBE2-43F9-8EFF-37935B47F3CC},,,,
-77.049236181512,38.9194325801488,2502,395730.42546,139062.763754,14518,1,1,TQ,2004/02/24 05:00:00+00,{C1953861-06EE-4578-8CD3-30A3A8F205E5},,1, , ,,, , , ,powerwash,0,1744,LitterCans_2395,{EB7DFAA1-5E2D-40C3-8073-0559B892B33A},,,,
-77.0706427411917,38.9193871067203,2944,393874.041256,139058.934601,17553,1,1,TQ,2004/02/26 05:00:00+00,{8A63D88F-B0BB-4616-BCCD-F5A8A4CBE40E},,1, , ,,, , , , ,0,1745,LitterCans_2397,{A9A485BF-8C81-45E1-AED4-C16A5B17619C},,,,
-77.0394859076309,38.919395816315,0,0,0,0,1,1,TQ,,{D3D42152-D35C-4B1B-BB20-8F7A3CA955DF},,1,1, ,,, , ,Yes,"ratplate, powerwash",0,1746,LitterCans_2398,{6B4D9883-7F6A-45E0-9C77-AB1DACFAC998},,,,
-77.0006797617518,38.919378064631,1567,399941.249287,139055.561234,22201,1,0,TQ,2004/02/19 05:00:00+00,{F25D20AF-E825-49FA-8C48-1C3BA9E8FE92},,1, , ,,, , , ,"ratplates, powerwash",0,1747,LitterCans_2400,{876D5781-A327-482F-961A-8EA0E80BB94C},,,,
-77.0260648187925,38.9193245594871,0,0,0,0,1,1,TQ,,{D267C283-246B-4763-88E6-F50B8A8B2CF5},,1, , ,,, , , ,powerwash,0,1748,LitterCans_2402,{BB20BED8-7796-4A47-981A-494437D5A4E8},,,,
-77.0297321550543,38.9193152340603,0,0,0,0,1,1,TQ,,{43922FCA-2E19-4F81-B57D-2A444F43A4B6},,1, , ,,, , , ,"ratplates, powerwash",0,1749,LitterCans_2403,{1B3371B3-1009-47D2-918E-993C2704B2E1},,,,
-77.0405125166845,38.919310507339,0,0,0,0,1,1,TQ,,{254781DE-F18A-4BD3-9725-93DBAE8B7AC2},,1,1, ,,, , , ,"ratplate,powerwash",0,1750,LitterCans_2404,{014DD437-344F-40BE-A96E-EF3E5EB8201A},,,,
-77.0986677632694,38.9192578209357,2786,391443.688489,139046.836795,8450,1,0,TQ,2004/02/25 05:00:00+00,{D3A2EA58-2C08-4B5F-ABF5-C67777606BD3},,1, , ,,, , , , ,0,1751,LitterCans_2405,{0B507093-52A1-46F9-85FB-A8324897CA7B},,,,
-77.0217880568249,38.9192764659606,3612,398110.729156,139044.507884,8353,1,0,TQ,2004/03/01 05:00:00+00,{70519AA1-204B-43AD-A752-FAB96DEA9DD6},,1, , ,,, , , ,"ratplate, powerwash",0,1752,LitterCans_2407,{62E2D745-3D4F-4667-A183-20EB6000AB8A},,,,
-77.0708490089449,38.919254676478,2943,393856.14151,139044.24763,17553,1,1,TQ,2004/02/26 05:00:00+00,{F1F2A99C-663C-4716-9007-E80EB889094C},,1, , ,,, , , , ,0,1753,LitterCans_2409,{0BAF72BB-5217-44A6-BA51-0BE809379AEB},,,,
-77.000446078717,38.9192698847426,1568,399961.514201,139043.552396,22201,1,1,TQ,2004/02/19 05:00:00+00,{AEE71161-49A7-4207-A5BA-D6206E47954B},,1, , ,,, , , ,"ratplates, powerwash",0,1754,LitterCans_2410,{1D200BA5-A9CE-4F8E-86BE-5004903A5F89},,,,
-77.0024496775224,38.9192428168791,1652,399787.761333,139040.550187,5405,1,0,TQ,2004/02/19 05:00:00+00,{1DEE46C7-3492-46D9-8231-7578FBCD6275},,1, , ,,, , , ,"ratplates, powerwash",0,1755,LitterCans_2411,{B5BE8916-D25B-4DA9-8938-9D1D6A5BACC0},,,,
-77.0136779629028,38.919238600673,0,0,0,0,1,1,TQ,,{CF762DD3-07B2-4356-A48A-58A0BA170D98},,1,1, ,,, , , ,"ratplate,powerwash",0,1756,LitterCans_2412,{515ACEE0-CB8F-41D6-830C-5E541CABF8C7},,,,
-77.0179009659198,38.9192261119702,5729,398447.817746,139038.845106,19307,Steel,1,AXD,2009/07/09 04:00:00+00,{F1266299-E421-435D-979E-254D78A86B19},, , , ,,, , , , ,0,1757,LitterCans_2413,{5D0A5F33-1AF4-46F5-BB48-61980AC26239},,,,
-77.0415391396938,38.9191939754744,4931,396407.323206,139056.095711,14100,1,1,TQ,2008/01/24 05:00:00+00,{77869E17-FC9F-49AB-93CE-DF7AAD953127},,1, , ,,, , , ,"ratplates, powerwash",0,1758,LitterCans_2414,{9ED580F0-4047-4BEB-870B-D29AB095A72B},,,,
-77.0323475653657,38.9191451556794,0,0,0,0,1,1,TQ,,{1E328AFD-C56C-4BFC-A640-7E9D1F2B54B5},,1, , ,,, , , ,"ratplate, powerwash",0,1759,LitterCans_2417,{CA82B27B-F229-4F95-A429-2B6A501B3822},,,,
-77.0709322543654,38.9191280409008,0,0,0,0,1,1,TQ,,{D30F70AA-069B-4680-AECF-F939C62E3737},,1, , ,,, , , , ,0,1760,LitterCans_2418,{1B492D3B-3A38-427F-A05B-3F2239C90FE5},,,,
-77.0220114468429,38.9191446952957,3611,398091.353339,139029.884626,8353,1,0,TQ,2004/03/01 05:00:00+00,{3F95ED0B-916A-4EBD-93C1-E9AEDFA4EF0F},,1, , ,,, , , ,"ratplate, powerwash",0,1761,LitterCans_2419,{1F216C08-7440-438D-AB9B-20B5953408B5},,,,
-77.0316942189059,38.9191303268446,5753,397242.974803,139030.140123,29220,1,1,TQ,2010/08/24 04:00:00+00,{CAD3E70A-ADC1-4125-BA84-D50E35DCA0BE},, , , ,,, , , ,"ratplates, powerwash",0,1762,LitterCans_2420,{9D0E31FA-4BCB-4D17-BDA5-1FB7FB2A6E92},,,,
-77.0297386298741,38.9191078156312,0,0,0,0,1,0,TQ,,{80A481F9-3E31-425A-B997-00C878210C8A},,1, , ,,, , , ,"ratplates, powerwash",0,1763,LitterCans_2421,{76679780-EF64-4BE5-8C92-179CFA1AF35B},,,,
-77.032132627688,38.9190807693944,0,0,0,0,1,1,TQ,,{52292CF2-60C3-496D-B4DB-090FEA0EE689},,1, , ,,, , , ,"ratplate, powerwash",0,1764,LitterCans_2424,{C0864BA5-FE51-4BA3-9882-2613318EFF64},,,,
-77.0004547260086,38.9190839528017,1569,399960.763648,139022.912207,15236,1,0,TQ,2004/02/19 05:00:00+00,{A71A885C-E8A8-4834-BC3C-7766479C66E8},,1, , ,,, , , , ,0,1765,LitterCans_2425,{47C2BF30-5FFB-4804-A3C6-85F517A50018},,,,
-77.0706741747553,38.9190604546224,2942,393871.287449,139022.676141,32768,1,1,TQ,2004/02/26 05:00:00+00,{791DC9E4-8EFA-4955-9D8D-FF116FE7B115},,1, , ,,, , , , ,0,1766,LitterCans_2426,{956C3DC9-2DB5-4293-A87B-A9D89E7D3962},,,,
-77.0217401172997,38.9190746793097,0,0,0,0,1,1,TQ,,{2ABFBCFD-FF57-4CE6-BEF4-F8D8196AA07F},,1, , ,,, , , ,"ratplate, powerwash",0,1767,LitterCans_2427,{D80374DC-8AC8-4C18-A622-EF8A24066CF0},,,,
-77.0022030058204,38.9190636551409,1651,399809.152075,139020.66055,5405,1,0,TQ,2004/02/19 05:00:00+00,{CBF9F508-4CB1-4969-8521-651F0CF25B34},,1, , ,,, , , , ,0,1768,LitterCans_2428,{47A6653F-6250-43A7-BF5E-67F8C892A726},,,,
-77.0218132331656,38.9189109032625,3610,398108.535667,139003.928343,9682,1,0,TQ,2004/03/01 05:00:00+00,{57F1E582-D229-4A18-95C1-A1CBFD37C036},,1, , ,,, , , ,"ratplate, powerwash",0,1769,LitterCans_2430,{6A1AD0D0-8975-4B98-85D1-893A00E0F9D9},,,,
-77.0701870680456,38.9188705643155,2941,393913.512492,139001.563619,32768,1,1,TQ,2004/02/26 05:00:00+00,{8F8BEE61-9827-4128-B188-27E655B81C9F},,1, , ,,, , , , ,0,1770,LitterCans_2431,{8FBD5880-716C-4ED3-A942-6885805BCDFA},,,,
-77.0448578570004,38.9187689606842,4232,396110.078796,138988.900723,20965,1,0,TQ,2004/03/03 05:00:00+00,{D514E1CF-658B-4952-BB6D-9A348B2D540F},,1, , ,,, , , ,"ratplates, powerwash",0,1771,LitterCans_2432,{12092DEC-D66D-4618-B72B-ECD9A810526D},,,,
-77.0320960902007,38.9187335083205,0,0,0,0,1,0,TQ,,{159BCB9D-4CE1-4388-BD93-077F1FEAF873},,1, , ,,, , , ,"ratplate, powerwash",0,1772,LitterCans_2433,{ED3E2353-4091-43BF-B771-8BF8685748F7},,,,
-76.9715052090105,38.9187267859753,1419,402471.296533,138983.648958,4116,1,0,TQ,2004/02/18 05:00:00+00,{2FD9BD79-7C89-483C-8CAD-2F2079C05FA6},, , , ,,, , , ,"ratplates, powerwash",0,1773,LitterCans_2435,{1C7F15BF-7D12-4B1B-93E7-CE6131986D8B},,,,
-77.027131570442,38.9186902383605,0,0,0,0,1,0,TQ,,{D1A9A685-F36B-4D45-B029-FA88D851A3A8},,1, , ,,, , , ,powerwash,0,1774,LitterCans_2437,{2368781E-D35B-49AF-8DB2-18C7F5C1D86C},,,,
-77.0483658873202,38.918648948624,2499,395805.851672,138975.733509,26902,1,0,TQ,2004/02/24 05:00:00+00,{E7A9D048-89CE-4AD0-8D4D-7CF65AA7A8BA},,1, , ,,, , , ,powerwash,0,1775,LitterCans_2438,{BF596E6D-49FB-4661-A51D-DABFF32E472B},,,,
-77.0417534402142,38.9186474087434,0,0,0,0,1,1,TQ,,{6132C07A-0B72-4F8A-A868-6B538FD160E0},,1, , ,,, , , ,"ratplates, powerwash",0,1776,LitterCans_2439,{412CBEF1-F71B-4112-962A-49100BBEC08C},,,,
-77.0415207610249,38.9186234484199,4059,396400.907795,138972.834894,23609,1,1,TQ,2004/03/03 05:00:00+00,{D9E57559-D349-4A9B-84DE-DCE647CD41B4},,1, , ,,, , , ,"ratplates, powerwash",0,1777,LitterCans_2440,{15B580A7-4CF6-4FB6-9AC1-40C9CEFE9C50},,,,
-77.0476377957695,38.9186154214408,2498,395868.991261,138971.979263,863,1,0,TQ,2004/02/24 05:00:00+00,{BE66A2C2-30F1-4316-9732-A2F9444A4B1E},,1, , ,,, , , ,powerwash,0,1778,LitterCans_2441,{6E164CA1-7AEF-49C5-8499-AD356B57BC38},,,,
-77.0701992265448,38.9184652000724,0,0,0,0,1,1,TQ,,{2CBA6AE2-E8F6-442A-B411-71742E9E8B41},,1, , ,,, , , , ,0,1779,LitterCans_2443,{BDCCC106-8DB9-4717-B18B-8F05AA109816},,,,
-77.0246590009309,38.9184572273542,0,0,0,0,1,1,TQ,,{98CAC38E-AC18-47B4-B4C1-E860DC63979C},,1, , ,,, , , ,"ratplate, powerwash",0,1780,LitterCans_2445,{CA15332D-4E1A-456C-99F1-D6EFC22D0545},,,,
-77.0363994780814,38.9184254142629,2347,396843.582877,138950.437469,3700,1,0,TQ,2004/02/24 05:00:00+00,{90440DE9-40A0-43AB-9078-CD04167E6DFF},, , , ,,, , , ,"ratplates, powerwash",0,1781,LitterCans_2446,{27348DDF-E2E4-4BAB-9044-1EA68E50365C},,,,
-77.0697622659304,38.9183847831351,0,0,0,0,1,1,TQ,,{CE1AF6D1-0322-4473-B35E-B604550D69D7},,1, , ,,, , , , ,0,1782,LitterCans_2447,{AA4438E8-1DE4-4E7B-AFE6-20ADAB3A6004},,,,
-77.0245028422529,38.918346511791,0,0,0,0,1,1,TQ,,{35F0C3FD-74F7-41F8-BFEB-FA6D12351FDB},,1, , ,,, , , ,"ratplate, powerwash",0,1783,LitterCans_2448,{3156D88B-3E97-4759-BBC5-52239254A286},,,,
-77.0321115622813,38.9182406943383,3201,397215.429654,138929.793392,7826,1,1,TQ,2004/02/27 05:00:00+00,{7D703E61-41A7-4450-B340-90A4B85A5616},,1, , ,,, , , ,"ratplate, powerwash",0,1784,LitterCans_2451,{0685C5AD-C2A1-4CD9-9E92-EBA2A292B2EE},,,,
-77.0366053449558,38.9182248245037,2346,396825.720664,138928.178403,3700,1,0,TQ,2004/02/24 05:00:00+00,{72623FEC-C583-4B45-9107-16A6DEB582B6},,1, , ,,, , , ,"ratplates, powerwash",0,1785,LitterCans_2452,{97ECEF2E-1CF7-4183-A4AC-6378B8C2DC81},,,,
-77.0092306112844,38.9182282930912,1714,399199.703573,138927.967335,7466,1,0,TQ,2004/02/19 05:00:00+00,{9077324D-2500-4995-A628-9986A939C4A5},,1, , ,,, ,broken, ,"ratplates, powerwash",0,1786,LitterCans_2453,{131D923B-479B-4BE2-B8E4-CF5EFFA47EB6},,,,
-77.0006969780148,38.9182007389228,1570,399941.624564,138932.47065,31202,1,0,TQ,2004/02/19 05:00:00+00,{BE13BF6C-DE43-4484-AD79-1CF31B3342EA},,1, , ,,, , , ,"ratplates, powerwash",0,1787,LitterCans_2454,{3D066C29-2899-4BD1-A442-1FB2E83AD2F9},,,,
-77.0317008467367,38.918190521985,0,0,0,0,1,1,TQ,,{D8DB4DB3-62B9-4DB5-BF05-5E3FB789FCAD},,1, , ,,, , , ,"ratplates, powerwash",0,1788,LitterCans_2455,{84139E72-0C67-4772-BB7E-9CE51EC0E84A},,,,
-77.0415097961581,38.9180908257284,4058,396400.391707,138913.484813,17723,1,1,TQ,2004/03/03 05:00:00+00,{F0A3B043-A5EB-4BFC-B77E-0302D2D172BB},,1,1, ,,, , , ,"ratplates, powerwash",0,1789,LitterCans_2458,{D233B883-07B2-4561-8858-6AC219F61332},,,,
-77.0316924208452,38.9180683713005,5752,397242.070364,138911.658591,2761,1,1,TQ,2010/08/24 04:00:00+00,{791A7017-8022-40A2-890E-F2AC9B12BD8C},,1, , ,,, , , ,"ratplates, powerwash",0,1790,LitterCans_2459,{CAFDE2C8-735B-408D-A5FF-00F32FC76BDD},,,,
-77.0308397055243,38.9180665635899,0,0,0,0,1,1,TQ,,{CBC402BD-ED44-4FFD-9E76-DF94A7AC367E},,1, , ,,, , , ,"ratplates, powerwash",0,1791,LitterCans_2460,{BC1A1122-5944-4201-B08C-F3D3D420C53F},,,,
-77.0310707637484,38.9180613225868,5750,397305.682586,138909.849712,1866,1,1,TQ,2010/08/24 04:00:00+00,{2ED42EF3-F505-48FD-8134-F8E0168542EA},,1, , ,,, , , ,"ratplate, powerwash",0,1792,LitterCans_2461,{13F3EE5F-C65E-4C2D-93AC-462529E6F851},,,,
-77.0312197551516,38.918056436391,5751,397289.402681,138909.246753,1866,1,1,TQ,2010/08/24 04:00:00+00,{E3E1552E-6306-4BF8-A4FE-608830F85D2B},,1, , ,,, , , ,"ratplates, powerwash",0,1793,LitterCans_2462,{024A1BF2-E7C2-48AB-A9C0-10E40684C5A4},,,,
-77.0973679535839,38.918007950791,2787,391556.260632,138907.97043,9294,1,0,TQ,2004/02/25 05:00:00+00,{00D8D2F4-0F3D-4DEC-A5FC-2C183A4DF8ED},,1, , ,,, , , , ,0,1794,LitterCans_2465,{638CE22F-B750-4EE7-9F66-12D960B2DCBB},,,,
-77.0259039476719,38.9180294406265,4415,397739.397688,138905.212634,31214,1,1,TQ,2007/02/28 05:00:00+00,{25B8B0B9-7A9A-4203-8177-A798EFF9528C},,1, , ,,, , , ,powerwash,0,1795,LitterCans_2466,{451444B5-2A76-4CAF-9DDC-C1C4DEFDAC4B},,,,
-77.0346463191848,38.9180111226029,3161,396995.601484,138904.388721,2470,1,1,TQ,2004/02/27 05:00:00+00,{96D72883-E94A-47C3-ADC4-E178BD3547A6},,1, , ,,, , , ,"ratplates, powerwash",0,1796,LitterCans_2467,{FEBDDD6C-CB6A-4F48-B320-B8E0DE3692C1},,,,
-77.0344011934556,38.9179925117488,3160,397016.858453,138902.31487,2470,1,1,TQ,2004/02/27 05:00:00+00,{5AD64FCB-DAC7-417C-8B20-A4F7B1857FB9},,1, , ,,, , , ,"ratplates, powerwash",0,1797,LitterCans_2468,{7E878F7C-318B-4E46-B81B-81957D2D1216},,,,
-77.0411498760573,38.9179722592562,4926,396431.598545,138900.309314,26696, ,0,YXF,2008/01/24 05:00:00+00,{36F2639A-53ED-443C-A362-89BD38C46E3D},, , , ,,, , , , ,0,1798,LitterCans_2470,{801BFD66-C7E8-4E22-AC95-B8DC730E38C2},,,,
-77.0053619279934,38.9179648518702,1650,399535.20047,138898.695794,15254,Steel,0,AXD,2004/02/19 05:00:00+00,{4160E645-A37E-48F0-B692-4F2A83BCDC55},, , , ,,, , , , ,0,1799,LitterCans_2472,{D708C50A-C110-4C33-B283-C62AF1DC320D},,,,
-77.0693710911982,38.9179077004783,2940,393984.193542,138894.624109,3708,1,0,TQ,2004/02/26 05:00:00+00,{C50AC8F2-367B-4BBC-9D86-EB6253E72482},,1, , ,,, , , , ,0,1800,LitterCans_2473,{1D870252-9603-4765-BCD2-0495FCBEE533},,,,
-77.011493537532,38.9179255205723,1715,399232.3526,138945.980592,7466,1,1,TQ,2004/02/19 05:00:00+00,{49D7C105-967D-4E08-87E6-011E19DEA274},,1,1, ,,, , , ,"ratplate,powerwas",0,1801,LitterCans_2474,{E058935F-2FDB-42EB-9A4A-91F41DD5C9C5},,,,
-77.0220229865088,38.9179023452954,3609,398091.353339,138892.426002,9682,1,0,TQ,2004/03/01 05:00:00+00,{EF34F23D-10C8-442A-8D52-41696E556F85},,1, , ,,, , , ,"ratplate, powerwash",0,1802,LitterCans_2475,{D1F4B0B0-09F6-48CE-9E5D-3F4C2DB804A4},,,,
-77.0415188477458,38.9178921797891,0,0,0,0,1,1,TQ,,{FA13C0A4-8089-45D9-AB1A-B0F22422157D},,1, , ,,, , , ,"ratplates, powerwash",0,1803,LitterCans_2477,{5D31C237-3F91-4C35-A3CB-90E77C847E56},,,,
-77.0410091717085,38.9178888375201,0,0,0,0,1,1,TQ,,{8F3FC418-457A-47CD-B3DB-97E4C5129D2A},,1,1, ,,, , , ,"ratplate,powerwash",0,1804,LitterCans_2478,{1545D20F-CD4E-4D08-B607-2CB006F86D01},,,,
-77.0217918400351,38.9178834080803,3608,398110.363575,138889.866931,9682,1,1,TQ,2004/03/01 05:00:00+00,{A2C7E85C-743F-4E8A-BACD-E02775237F68},,1, , ,,, , , ,"ratplate, powerwash",0,1805,LitterCans_2480,{D01134D7-D6E2-42C6-92E0-1564E07C7F4A},,,,
-77.0233192812738,38.9178801945209,0,0,0,0,1,1,TQ,,{725DA8B1-4A5C-4461-A07F-3128B0D16935},,1, , ,,, , , ,"ratplate, powerwash",0,1806,LitterCans_2481,{26AF53B1-86FB-46E6-B5E3-F602329164B4},,,,
-77.0975793109683,38.9178251935274,2788,391537.909455,138887.701967,9294,1,0,TQ,2004/02/25 05:00:00+00,{29C5D915-7266-4B0D-A082-A59DA47921C9},,1, , ,,, , , , ,0,1807,LitterCans_2482,{716E8FE1-7413-43B7-9A1E-93A488A4C8AC},,,,
-77.0410075079022,38.9177627304642,0,0,0,0,1,1,TQ,,{0B6E10B8-E12F-4583-92DD-734888F1BA9E},,1,1, ,,, , , ,"ratplate,powerwash",0,1808,LitterCans_2484,{7B17DC45-4CD8-444B-9DE1-A921799A12DB},,,,
-77.0406294342543,38.917754773055,0,0,0,0,1,1,TQ,,{CE669A5D-33D0-48A8-A6E0-A6148F97138A},,1,1, ,,, , , ,"ratplate,powerwash",0,1809,LitterCans_2485,{B9FF0638-CF90-4001-ABF6-231F3BBABF18},,,,
-77.096754832029,38.917709914808,2789,391609.396874,138874.828753,9294,1,0,TQ,2004/02/25 05:00:00+00,{CFD6A86D-09D9-434C-B42F-0B93D92D62D1},,1, , ,,, , , , ,0,1810,LitterCans_2486,{3BCA1CCA-66C5-4272-BBAF-DC06091E94DB},,,,
-77.0068634938669,38.9177010814272,1649,399404.979639,138869.424253,10648,1,0,TQ,2004/02/19 05:00:00+00,{89CF2736-828B-46BA-A355-2A5749876535},,1, , ,,, , , ,"ratplates, powerwash",0,1811,LitterCans_2488,{AD2E268C-5C1D-4183-B586-B2CB87461B45},,,,
-77.0158597339322,38.917692008984,0,0,0,0,1,1,TQ,,{C1F9DB40-165C-4094-BF21-8749D7F1318D},,1,1, ,,, , , ,"ratplate,powerwash",0,1812,LitterCans_2489,{EEE86BAC-0361-46A7-851E-026F2973B5C6},,,,
-77.0217833333478,38.9176298251358,3606,398111.094737,138861.71716,19442,1,0,TQ,2004/03/01 05:00:00+00,{283E906C-376A-4633-95AA-1AA731FC994B},,1, , ,,, , , ,"ratplate, powerwash",0,1813,LitterCans_2491,{1EE6DEEC-0802-4089-BD1D-73AE6851A9C1},,,,
-77.0417715505785,38.9176149123522,0,0,0,0,1,1,TQ,,{CA42A2F6-B55A-4A40-A2E4-3F51BE7E61C4},,1, , ,,, , , ,"ratplates, powerwash",0,1814,LitterCans_2492,{B1B5239E-9720-46BE-AAAF-9E32C75AE1E1},,,,
-77.0220067537871,38.9176133160387,3607,398091.718921,138859.889253,19442,1,1,TQ,2004/03/01 05:00:00+00,{56A99168-DA31-40D8-A7DE-978B70B96FDC},,1, , ,,, , , ,"ratplate, powerwash",0,1815,LitterCans_2493,{EC14462D-2AF2-4539-A062-C06C9FFB751C},,,,
-76.9935505754077,38.9175997705303,1673,400555.201103,138850.285168,10927,1,0,TQ,2004/02/19 05:00:00+00,{D3CB54CE-9BA6-48EC-92AF-ACCB9A1F6D0E},,1, , ,,, , , ,"ratplates, powerwash",0,1816,LitterCans_2494,{0AB63DF9-8B76-4546-B767-FA6BC4D342DF},,,,
-77.0160330840312,38.9175548154598,1619,398609.769432,138853.287377,26667,1,1,TQ,2004/02/19 05:00:00+00,{312C4943-B35B-4459-8245-78B8BEA810BE},,1, , ,,, , , ,"ratplate,powerwash",0,1817,LitterCans_2496,{18B0447D-279A-4D77-9B1A-1A8C35ACCDAA},,,,
-77.0321351221855,38.9174513778447,3204,397213.355804,138842.173201,2235,1,0,TQ,2004/02/27 05:00:00+00,{D1357FA8-53A1-463A-87DE-D8E4B7B6EBE6},,1, , ,,, , , ,"6, powerwash",0,1818,LitterCans_2498,{24BD90FF-CD39-4A23-BA17-F37FA07ED130},,,,
-77.0174394234806,38.9174261552004,1620,398487.804677,138839.026883,14454,1,0,TQ,2004/02/19 05:00:00+00,{3C9008E2-E0C9-4E63-9F11-D102847CC12F},,1, , ,,, , , ,"ratplate,powerwash",0,1819,LitterCans_2499,{4E10B2DB-4EF7-44C7-BA62-EC60287E9C43},,,,
-77.0317943263824,38.9173814132739,3205,397242.908176,138834.396261,2235,1,0,TQ,2004/02/27 05:00:00+00,{16A947BE-76EF-405D-A3FD-E8C46B6F54F8},,1, , ,,, , , ,"ratplate, powerwash",0,1820,LitterCans_2500,{B29C64C0-7668-4136-8891-E3DD8041020E},,,,
-77.0441534819078,38.9173326342651,0,0,0,0,1,1,TQ,,{0CA9C8BC-10F8-4997-BD3F-EE6104A9F1EB},,1, , ,,, , , , ,0,1821,LitterCans_2502,{32324E6D-CC95-4A79-B490-9B0DF41A9257},,,,
-77.0219999774995,38.9173271586421,0,0,0,0,1,1,TQ,,{122A86D9-3081-4760-808B-FB19364D5D17},,1, , ,,, , , ,"ratplate, powerwash",0,1822,LitterCans_2503,{D61EB5A8-17F0-4AC8-B135-8041E069313E},,,,
