X,Y,OBJECTID,LATITUDE,LONGITUDE,DATE_MARKED,YEAR_MARKED,VOLUNTEER_GROUP,CATCH_BASIN_ID,INTERSECTION,GIS_ID,CREATOR,CREATED,EDITOR,EDITED
-77.0630689685469,38.9677411355572,1,38.967733,-77.063067,4/29/2010,2010,St. Johns College High School,C-212-152-664-198,Patterson & 31st,StormDrainsPt_100,,,,
-77.0639495296558,38.967724469481,2,38.967717,-77.063947,4/29/2010,2010,St. Johns College High School,C-211-152-900-194,Patterson & 32nd st,StormDrainsPt_95,,,,
-77.0628828590043,38.9676689085751,3,38.967661,-77.062881,4/29/2010,2010,St. Johns College High School,C-212-152-823-114,Patterson & 31st,StormDrainsPt_102,,,,
-77.064057864487,38.9676661358335,4,38.967658,-77.064056,4/29/2010,2010,St. Johns College High School,C-211-152-800-137,Patterson & 32nd st,StormDrainsPt_94,,,,
-77.0608689697097,38.9671994644822,5,38.967192,-77.060867,4/29/2010,2010,St. Johns College High School,C-214-151-558-552,Nebraska & Utah,StormDrainsPt_109,,,,
-77.0610356348919,38.9671800188812,6,38.967172,-77.061033,4/29/2010,2010,St. Johns College High School,C-214-151-411-536,Nebraska & Utah,StormDrainsPt_108,,,,
-77.0091411731502,38.9668661329987,7,38.966858,-77.009139,11/3/2009,2009,Young America Works Pcs,C-259-150-376-183,N. Capitol (6300 block),StormDrainsPt_65,,,,
-77.0664412013742,38.9668077972273,8,38.9668,-77.066439,4/29/2010,2010,St. Johns College High School,C-209-151-716-226,33rd & Oliver st,StormDrainsPt_75,,,,
-77.0639467544906,38.966805017166,9,38.966797,-77.063944,4/29/2010,2010,St. Johns College High School,C-211-151-878-179,Oliver st & 32nd st,StormDrainsPt_92,,,,
-77.0634689778877,38.9667744692641,10,38.966767,-77.063467,4/29/2010,2010,St. Johns College High School,C-212-151-291-134,3144 Oliver st,StormDrainsPt_97,,,,
-77.0633023085812,38.9667744695293,11,38.966767,-77.0633,4/29/2010,2010,St. Johns College High School,C-212-151-433-131,3144 Oliver st,StormDrainsPt_99,,,,
-77.0664439801741,38.9667189112569,12,38.966711,-77.066442,4/29/2010,2010,St. Johns College High School,C-209-151-820-223,33rd & Oliver st,StormDrainsPt_76,,,,
-77.0634661961265,38.9666828028353,13,38.966675,-77.063464,4/29/2010,2010,St. Johns College High School,C-212-151-290-024,3144 Oliver st,StormDrainsPt_96,,,,
-77.0651884191102,38.9666772431636,14,38.966669,-77.065186,4/29/2010,2010,St. Johns College High School,C-210-151-797-058,3214 Oliver st,StormDrainsPt_81,,,,
-77.0091550651632,38.9664994692484,15,38.966492,-77.009153,11/3/2009,2009,Young America Works Pcs,C-259-149-318-759,N Capitol & Shendan,StormDrainsPt_64,,,,
-77.0664828634408,38.9658744648389,16,38.965867,-77.066481,4/29/2010,2010,St. Johns College High School,C-209-150-658-188,Northampton & 33rd st,StormDrainsPt_73,,,,
-77.0664884152372,38.9657772446425,17,38.965769,-77.066486,4/29/2010,2010,St. Johns College High School,C-209-150-646-080,Northampton & 33rd st,StormDrainsPt_72,,,,
-77.0663162014847,38.9657189059178,18,38.965711,-77.066314,4/29/2010,2010,St. Johns College High School,C-209-150-793-014,Northampton & 33rd st,StormDrainsPt_74,,,,
-77.0622023021899,38.9654994646821,19,38.965492,-77.0622,4/29/2010,2010,St. Johns College High School,C-213-149-366-681,Nebraska & 30th,StormDrainsPt_106,,,,
-77.0069495137272,38.9654744645408,20,38.965467,-77.006947,11/3/2009,2009,Young America Works Pcs,C-261-148-239-595,1st & Rittenhouse,StormDrainsPt_67,,,,
-77.0093245075467,38.9652105827385,21,38.965203,-77.009322,11/3/2009,2009,Young America Works Pcs,C-259-148-166-348,In front of US Post office & Ideal Academy,StormDrainsPt_68,,,,
-77.0616745235716,38.9649994620119,22,38.964992,-77.061672,4/29/2010,2010,St. Johns College High School,C-213-149-795-121,30th & McKinley St NW,StormDrainsPt_107,,,,
-77.0664884137087,38.9649716907758,23,38.964964,-77.066486,4/29/2010,2010,St. Johns College High School,C-209-149-627-179,McKinley st & 33rd st NW,StormDrainsPt_71,,,,
-77.0650412008428,38.964966135909,24,38.964958,-77.065039,4/29/2010,2010,St. Johns College High School,C-210-149-887-150,Mickenley St NW (in front of 3211),StormDrainsPt_79,,,,
-77.0664967488394,38.9648772435205,25,38.964869,-77.066494,4/29/2010,2010,St. Johns College High School,C-209-149-624-075,McKinley st & 33rd st NW,StormDrainsPt_70,,,,
-77.0643884227867,38.9632050233059,26,38.963197,-77.064386,4/29/2010,2010,St. Johns College High School,C-211-147-409-192,Nebraska & Livingston,StormDrainsPt_91,,,,
-77.0644689749185,38.9631439119581,27,38.963136,-77.064467,4/29/2010,2010,St. Johns College High School,C-211-147-328-127,Nebraska & Livingston,StormDrainsPt_90,,,,
-77.0363495172129,38.9302189073863,28,38.930211,-77.036347,6/3/2010,2010,Capital City PCS,C-234-110-888-034,Lamont & 16th,StormDrainsPt_157,,,,
-77.0262828496974,38.929921682206,29,38.929914,-77.026281,10/19/2015,2015,Girl Scout Troup 6531,C-243-109-600-509,Kenyon & Sherman NW,StormDrainsPt_1387,,,,
-77.0265106314066,38.9299022358618,30,38.929894,-77.026508,10/19/2015,2015,Girl Scout Troup 6531,C-243-109-406-491,Kenyon & Sherman NW,StormDrainsPt_1386,,,,
-77.0261967382544,38.9298744619569,31,38.929867,-77.026194,10/19/2015,2015,Girl Scout Troup 6531,C-243-109-675-455,Kenyon & Sherman NW,StormDrainsPt_1388,,,,
-76.9862772840244,38.9298633507691,32,38.929856,-76.986275,5/1/2013,2013,Mary McLead Bethune Day Academy PCS,C-278-108-280-680,14th & Jackson NE,StormDrainsPt_1119,,,,
-77.0265411837538,38.9298439001117,33,38.929836,-77.026539,10/19/2015,2015,Girl Scout Troup 6531,C-243-109-375-428,Kenyon & Sherman NW,StormDrainsPt_1385,,,,
-77.0278772964075,38.929816122687,34,38.929808,-77.027875,10/19/2015,2015,Girl Scout Troup 6531,C-242-109-217-420,Kenyon & 11th St NW,StormDrainsPt_1376,,,,
-77.0427967377706,38.9298105665205,35,38.929803,-77.042794,10/9/2016,2016,Girl Scout Troup 6531,C-229-109-283-703,19th & Kenyon NW,StormDrainsPt_1487,,,,
-77.0441050789409,38.9297939011569,36,38.929786,-77.044103,10/19/2016,2016,Girl Scout Troup 6531,C-228-109-149-707,Irving & Kenyon NW,StormDrainsPt_1547,,,,
-77.0389245170525,38.9297911291901,37,38.929783,-77.038922,6/3/2010,2010,Capital City PCS,C-232-109-642-611,Kenyon & 17th,StormDrainsPt_148,,,,
-77.0413689688724,38.9297827945463,38,38.929775,-77.041367,10/9/2016,2016,Girl Scout Troup 6531,C-230-109-519-647,18th & Kenyon NW,StormDrainsPt_1494,,,,
-77.0426106309769,38.9297744571434,39,38.929767,-77.042608,10/9/2016,2016,Girl Scout Troup 6531,C-229-109-441-663,19th & Kenyon NW,StormDrainsPt_1489,,,,
-77.0439689688266,38.9297605676401,40,38.929753,-77.043967,10/19/2016,2016,Girl Scout Troup 6531,C-228-109-266-669,Irving & Kenyon NW,StormDrainsPt_1548,,,,
-76.9861995015998,38.9297633493589,41,38.929756,-76.986197,5/1/2013,2013,Mary McLead Bethune Day Academy PCS,C-278-108-346-566,14th & Jackson NE,StormDrainsPt_1120,,,,
-77.0387884078561,38.9297550150804,42,38.929747,-77.038786,10/9/2016,2016,Girl Scout Troup 6531,C-232-109-757-565,17th & Kenyon NW,StormDrainsPt_1506,,,,
-77.0412384090432,38.9297522394534,43,38.929744,-77.041236,10/9/2016,2016,Girl Scout Troup 6531,C-230-109-632-613,18th & Kenyon NW,StormDrainsPt_1495,,,,
-77.0279328496347,38.9297244588611,44,38.929717,-77.027931,10/19/2015,2015,Girl Scout Troup 6531,C-242-109-168-321,Kenyon & 11th St NW,StormDrainsPt_1374,,,,
-76.9906967264694,38.9296911237436,45,38.929683,-76.990694,8/23/2012,2012,American University,C-274-108-446-571,Jackson and 12th NE,StormDrainsPt_983,,,,
-77.0438856291354,38.9296633452268,46,38.929656,-77.043883,10/19/2016,2016,Girl Scout Troup 6531,C-228-109-337-557,Irving & Kenyon NW,StormDrainsPt_1550,,,,
-77.0427300776454,38.9296577919227,47,38.92965,-77.042728,10/9/2016,2016,Girl Scout Troup 6531,C-229-109-337-533,19th & Kenyon NW,StormDrainsPt_1488,,,,
-77.0411939623272,38.9296550103999,48,38.929647,-77.041192,10/9/2016,2016,Girl Scout Troup 6531,C-230-109-667-501,18th & Kenyon NW,StormDrainsPt_1496,,,,
-77.0387495158356,38.9296439014458,49,38.929636,-77.038747,6/3/2010,2010,Capital City PCS,C-232-109-789-445,Kenyon & 17th,StormDrainsPt_149,,,,
-77.0278995147285,38.9296244565483,50,38.929617,-77.027897,10/19/2015,2015,Girl Scout Troup 6531,C-242-109-194-209,Kenyon & 11th St NW,StormDrainsPt_1375,,,,
-77.0439439650838,38.9296105706292,51,38.929603,-77.043942,10/19/2016,2016,Girl Scout Troup 6531,C-228-109-289-497,Kenyon & Irving Rd NW,StormDrainsPt_1549,,,,
-76.9925050619175,38.9296161243517,52,38.929608,-76.992503,Unknown, ,Unknown,C-272-108-879-529,10th and Jackson,StormDrainsPt_1841,,,,
-77.0442828590018,38.9295689053801,53,38.929561,-77.044281,10/19/2016,2016,Girl Scout Troup 6531,C-227-109-992-456,Kenyon & Adams Mill Rd,StormDrainsPt_1537,,,,
-76.9923633966978,38.9295605699355,54,38.929553,-76.992361,Unknown, ,Unknown,C-273-108-000-461,10th and Jackson,StormDrainsPt_1852,,,,
-76.9961245087481,38.9295327933066,55,38.929525,-76.996122,Unknown, ,Unknown,C-269-108-752-491,7th and Regen Pl NE,StormDrainsPt_1835,,,,
-76.9922633932898,38.9294633456624,56,38.929456,-76.992261,Unknown, ,Unknown,C-273-108-082-348,10th and Jackson,StormDrainsPt_1853,,,,
-76.9808078317825,38.9292077935414,57,38.9292,-76.980806,8/23/2012,2012,American University,C-283-107-009-846,Irving and 17th,StormDrainsPt_1004,,,,
-77.0233606265406,38.9291633526201,58,38.929156,-77.023358,7/7/2011,2011,Jim Graham Youth Program,C-246-108-113-615,Georgia & Irving,StormDrainsPt_792,,,,
-76.9825689456331,38.9290550182164,59,38.929047,-76.982567,8/23/2012,2012,American University,C-281-107-474-713,Irving and 16th,StormDrainsPt_999,,,,
-76.9807744997014,38.9290439088457,60,38.929036,-76.980772,8/23/2012,2012,American University,C-283-107-033-666,Irving and 17th,StormDrainsPt_1005,,,,
-76.9792244947217,38.9290300140416,61,38.929022,-76.979222,8/23/2012,2012,American University,C-284-107-371-621,Irving and 18th,StormDrainsPt_1010,,,,
-76.9793606058741,38.9290300201388,62,38.929022,-76.979358,8/23/2012,2012,American University,C-284-107-258-624,Irving and 18th,StormDrainsPt_1009,,,,
-76.9809189402192,38.9289911257863,63,38.928983,-76.980917,8/23/2012,2012,American University,C-282-107-904-609,Irving and 17th,StormDrainsPt_1003,,,,
-76.9824689461207,38.9289522364317,64,38.928944,-76.982467,8/23/2012,2012,American University,C-281-107-562-595,Irving and 16th,StormDrainsPt_1000,,,,
-77.0261384080361,38.9289411238087,65,38.928933,-77.026136,10/19/2015,2015,Girl Scout Troup 6531,C-243-108-703-417,Irving & Sherman NW,StormDrainsPt_1381,,,,
-77.043318961216,38.9289133443496,66,38.928906,-77.043317,10/19/2016,2016,Girl Scout Troup 6531,C-228-108-811-712,Irving Rd NW,StormDrainsPt_1545,,,,
-77.041377298601,38.9289133452904,67,38.928906,-77.041375,10/9/2016,2016,Girl Scout Troup 6531,C-230-108-492-681,Irving & 18th NW,StormDrainsPt_1490,,,,
-76.9791661715754,38.9289161295804,68,38.928908,-76.979164,8/23/2012,2012,American University,C-284-107-422-497,Irving and 18th,StormDrainsPt_1011,,,,
-77.0389328468556,38.9288883493606,69,38.928881,-77.038931,6/3/2010,2010,Capital City PCS,C-232-108-614-608,Irving & 17th,StormDrainsPt_145,,,,
-77.0260606235882,38.9288911270277,70,38.928883,-77.026058,10/19/2015,2015,Girl Scout Troup 6531,C-243-108-770-364,Irving & Sherman NW,StormDrainsPt_1383,,,,
-77.04124118152,38.9288827921636,71,38.928875,-77.041239,10/9/2016,2016,Girl Scout Troup 6531,C-230-108-610-645,Irving & 18th NW,StormDrainsPt_1492,,,,
-77.0411995216,38.92887723972,72,38.928869,-77.041197,10/9/2016,2016,Girl Scout Troup 6531,C-230-108-644-638,Irving & 18th NW,StormDrainsPt_1493,,,,
-76.986163389605,38.9288827916094,73,38.928875,-76.986161,8/23/2012,2012,American University,C-278-107-358-585,Irving and 14th,StormDrainsPt_997,,,,
-77.0374939687388,38.9288605697833,74,38.928853,-77.037492,6/3/2010,2010,Capital City PCS,C-233-108-854-549,Mount Pl. & Irving,StormDrainsPt_152,,,,
-77.0264411853186,38.9288605664193,75,38.928853,-77.026439,10/19/2015,2015,Girl Scout Troup 6531,C-243-108-439-335,Irving & Sherman NW,StormDrainsPt_1379,,,,
-77.038766190339,38.9288550109444,76,38.928847,-77.038764,6/3/2010,2010,Capital City PCS,C-232-108-752-565,Irving & 17th,StormDrainsPt_147,,,,
-77.027643956842,38.9288550182296,77,38.928847,-77.027642,10/19/2015,2015,Girl Scout Troup 6531,C-242-108-396-350,Irving & 11th NW,StormDrainsPt_1371,,,,
-77.0274328505826,38.9288022342201,78,38.928794,-77.027431,10/19/2015,2015,Girl Scout Troup 6531,C-242-108-579-287,Irving & 11th NW,StormDrainsPt_1373,,,,
-77.026055065847,38.9287994596741,79,38.928792,-77.026053,10/19/2015,2015,Girl Scout Troup 6531,C-243-108-770-257,Irving & Sherman NW,StormDrainsPt_1382,,,,
-76.9859745003988,38.9287855694028,80,38.928778,-76.985972,8/23/2012,2012,American University,C-278-107-517-477,Irving and 14th,StormDrainsPt_998,,,,
-77.0412995212022,38.9287744555991,81,38.928767,-77.041297,10/9/2016,2016,Girl Scout Troup 6531,C-230-108-554-526,Irving & 18th NW,StormDrainsPt_1491,,,,
-77.0400411820901,38.9287716775449,82,38.928764,-77.040039,10/9/2016,2016,Girl Scout Troup 6531,C-231-108-646-498,Irving b/w 18th & 17th NW,StormDrainsPt_1502,,,,
-77.0388634070163,38.9287605715302,83,38.928753,-77.038861,6/3/2010,2010,Capital City PCS,C-232-108-667-460,Irving & 17th,StormDrainsPt_146,,,,
-77.0276578475893,38.9287494555301,84,38.928742,-77.027656,10/19/2015,2015,Girl Scout Troup 6531,C-242-108-383-235,Irving & 11th NW,StormDrainsPt_1370,,,,
-77.0276300734256,38.9286522353749,85,38.928644,-77.027628,10/19/2015,2015,Girl Scout Troup 6531,C-242-108-404-127,Irving & 11th NW,StormDrainsPt_1372,,,,
-77.0646023104774,38.9630522424251,86,38.963044,-77.0646,4/29/2010,2010,St. Johns College High School,C-211-147-213-022,Nebraska & Livingston,StormDrainsPt_89,,,,
-77.0661356385934,38.961127239472,87,38.961119,-77.066133,4/29/2010,2010,St. Johns College High School,C-209-144-845-916,Nebraska & Military,StormDrainsPt_69,,,,
-77.0573300870263,38.9610883517636,88,38.961081,-77.057328,4/29/2010,2010,St. Johns College High School,C-217-144-470-701,28th & Military Rd,StormDrainsPt_117,,,,
-77.0622328655625,38.9610828001976,89,38.961075,-77.062231,4/29/2010,2010,St. Johns College High School,C-213-144-217-799,31st & Military,StormDrainsPt_104,,,,
-77.0638217530417,38.9609689080643,90,38.960961,-77.063819,4/29/2010,2010,St. Johns College High School,C-211-144-863-702,32nd & Military,StormDrainsPt_88,,,,
-77.0852578688763,38.960952242403,91,38.960944,-77.085256,Unknown, ,Unknown,C-193-145-264-101,Western Ave and 355,StormDrainsPt_1779,,,,
-77.0622523043065,38.960960574802,92,38.960953,-77.06225,4/29/2010,2010,St. Johns College High School,C-213-144-198-658,31st & Military,StormDrainsPt_103,,,,
-77.0620661918972,38.9609300186404,93,38.960922,-77.062064,4/29/2010,2010,St. Johns College High School,C-213-144-360-618,31st & Military,StormDrainsPt_105,,,,
-77.0588106407996,38.9608355743578,94,38.960828,-77.058808,4/29/2010,2010,St. Johns College High School,C-216-144-177-446,29th & Military,StormDrainsPt_112,,,,
-77.0223362888663,38.9602095733045,95,38.960202,-77.022334,8/16/2018,2018,DOEE, , ,StormDrainsPt_1736,,,,
-77.0225780417377,38.9602049596805,96,38.960197,-77.022576,8/16/2018,2018,DOEE, , ,StormDrainsPt_1743,,,,
-77.0643189742238,38.9599077958755,97,38.9599,-77.064317,4/29/2010,2010,St. Johns College High School,C-211-143-382-532,32nd & Jocelyn,StormDrainsPt_86,,,,
-77.0656634125526,38.9598800237702,98,38.959872,-77.065661,4/29/2010,2010,St. Johns College High School,C-210-143-215-526,Jocelyn & Broad Branch,StormDrainsPt_78,,,,
-77.0642661919608,38.9598605765709,99,38.959853,-77.064264,4/29/2010,2010,St. Johns College High School,C-211-143-427-475,32nd & Jocelyn,StormDrainsPt_87,,,,
-77.0658217481884,38.9598439107036,100,38.959836,-77.065819,4/29/2010,2010,St. Johns College High School,C-210-143-078-483,Jocelyn & Broad Branch,StormDrainsPt_77,,,,
-77.0643995301437,38.9597272439968,101,38.959719,-77.064397,4/29/2010,2010,St. Johns College High School,C-211-143-308-329,32nd & Jocelyn,StormDrainsPt_85,,,,
-77.0645356347131,38.9597189083752,102,38.959711,-77.064533,4/29/2010,2010,St. Johns College High School,C-211-143-190-323,32nd & Jocelyn,StormDrainsPt_83,,,,
-77.0846967520017,38.9591189103123,103,38.959111,-77.084694,Unknown, ,Unknown,C-193-143-711-053,Jenifer and 355,StormDrainsPt_1778,,,,
-77.0836406506873,38.9590861778616,104,38.959078,-76.083639,Unknown, ,Unknown,C-194-143-618-001,Jenifer and 43rd NW,StormDrainsPt_1785,,,,
-77.0836463751156,38.9589893169114,105,38.958981,-76.083647,Unknown, ,Unknown,C-194-142-611-893,Jenifer and 43rd NW,StormDrainsPt_1784,,,,
-77.0868411989449,38.9589800152195,106,38.958972,-77.086839,Unknown, ,Unknown,C-191-142-843-941,Jenifer and 44th NW,StormDrainsPt_1775,,,,
-77.0837021126438,38.9589292639663,107,38.958922,-76.083697,Unknown, ,Unknown,C-194-142-561-828,Jenifer and 43rd NW,StormDrainsPt_1783,,,,
-77.0862884225207,38.958910574403,108,38.958903,-77.086286,Unknown, ,Unknown,C-192-142-325-857,Jenifer and 44th NW,StormDrainsPt_1776,,,,
-77.0861273159703,38.9588966853405,109,38.958889,-77.086125,Unknown, ,Unknown,C-192-142-462-846,Jenifer and 44th NW,StormDrainsPt_1777,,,,
-77.0574078623851,38.9585494614544,110,38.958542,-77.057406,4/29/2010,2010,St. Johns College High School,C-217-141-334-880,28th & Jennifer,StormDrainsPt_115,,,,
-77.0573467495374,38.9584661289802,111,38.958458,-77.057344,4/29/2010,2010,St. Johns College High School,C-217-141-390-793,28th & Jennifer,StormDrainsPt_116,,,,
-77.0836664302712,38.9580774319358,112,38.958072,-76.083664,Unknown, ,Unknown,C-194-141-570-882,Ingomar and 43rd NW,StormDrainsPt_1781,,,,
-77.0838115344945,38.9579954608889,113,38.957986,-77.083814,Unknown, ,Unknown,C-194-141-442-794,Ingomar and 43rd NW,StormDrainsPt_1780,,,,
-77.080189097961,38.9546576274275,114,38.95465,-77.080187,5/24/2019,2019,Priscilla,C-197-138-490-030,1 SD on the corner of Fessenden  41 & st nw,StormDrainsPt_1950,,,,
-77.0953201830577,38.9471627948982,115,38.947155,-77.095318,8/7/2018,2018,DOEE, , ,StormDrainsPt_1733,,,,
-77.0252205615273,38.9461157539619,116,38.946108,-77.025218,8/9/2018,2018,DOEE, , ,StormDrainsPt_1735,,,,
-77.0924995406915,38.9455939074512,117,38.945586,-77.092497,Unknown, ,Unknown,C-186-128-598-202,Windom and 47th NW,StormDrainsPt_1762,,,,
-77.0924828653377,38.945491127064,118,38.945483,-77.092481,Unknown, ,Unknown,C-186-128-612-091,Windom and 47th NW,StormDrainsPt_1763,,,,
-77.0907328751416,38.9454911292098,119,38.945483,-77.090731,Unknown, ,Unknown,C-188-128-124-058,Windom and 46th NW,StormDrainsPt_1774,,,,
-77.0216629029537,38.9451107645796,120,38.945103,-77.021661,8/16/2018,2018,DOEE, , ,StormDrainsPt_1738,,,,
-77.0218465840064,38.9450778231284,121,38.94507,-77.021844,8/16/2018,2018,DOEE, , ,StormDrainsPt_1737,,,,
-77.0298245147609,38.9450244603427,122,38.945017,-77.029822,10/19/2016,2016,Girl Scout Troup 6531,C-240-126-907-336,13th & Allison NW,StormDrainsPt_1554,,,,
-77.0296245207209,38.9449605703902,123,38.944953,-77.029622,10/19/2016,2016,Girl Scout Troup 6531,C-241-126-077-262,13th & Allison NW,StormDrainsPt_1556,,,,
-77.0905467526474,38.9448855741896,124,38.944878,-77.090544,Unknown, ,Unknown,C-188-127-274-378,Warren and 46th NW,StormDrainsPt_1773,,,,
-77.0942800929521,38.9448800193546,125,38.944872,-77.094278,Unknown, ,Unknown,C-185-127-038-447,48th and Warren NW,StormDrainsPt_1760,,,,
-77.0947856506109,38.9443022331439,126,38.944294,-77.094783,Unknown, ,Unknown,C-184-126-587-810,MassAVe and 48th NW,StormDrainsPt_1759,,,,
-77.0259772929341,38.9441327926318,127,38.944125,-77.025975,10/19/2016,2016,Girl Scout Troup 6531,C-244-125-216-274,Georgia & Webster NW,StormDrainsPt_1583,,,,
-77.090693982652,38.944035572906,128,38.944028,-77.090692,Unknown, ,Unknown,C-188-126-124-437,Verplanck and 46th NW,StormDrainsPt_1771,,,,
-77.0273384019706,38.944066127172,129,38.944058,-77.027336,10/19/2016,2016,Girl Scout Troup 6531,C-243-125-037-226,Iowa & Webster NW,StormDrainsPt_1577,,,,
-77.0258467339352,38.9440633496664,130,38.944056,-77.025844,10/19/2016,2016,Girl Scout Troup 6531,C-244-125-330-196,Georgia & Webster NW,StormDrainsPt_1584,,,,
-77.0904745321172,38.9440244555749,131,38.944017,-77.090472,Unknown, ,Unknown,C-188-126-314-417,Verplanck and 46th NW,StormDrainsPt_1772,,,,
-77.090705091912,38.9432383484856,132,38.943231,-77.090703,Unknown, ,Unknown,C-188-125-095-551,Van Ness and 46th NW,StormDrainsPt_1769,,,,
-77.0928467606638,38.9431133524832,133,38.943106,-77.092844,Unknown, ,Unknown,C-186-125-242-461,MassAve and Van Ness NW,StormDrainsPt_1761,,,,
-77.0259384093782,38.9430605718059,134,38.943053,-77.025936,10/19/2016,2016,Girl Scout Troup 6531,C-244-124-223-085,Georgia & Iowa NW,StormDrainsPt_1581,,,,
-77.0256050674802,38.9429994610065,135,38.942992,-77.025603,10/9/2016,2016,Girl Scout Troup 6531,C-244-124-516-009,Georgia & Iowa NW,StormDrainsPt_1528,,,,
-77.0906884297784,38.9422911303723,136,38.942283,-77.090686,Unknown, ,Unknown,C-188-124-085-498,46th b/w Van Ness and Mass Ave,StormDrainsPt_1766,,,,
-77.0917634289303,38.9421050178183,137,38.942097,-77.091761,Unknown, ,Unknown,C-187-124-148-313,Mass Ave b/w 47th and 46th,StormDrainsPt_1764,,,,
-77.0906912005266,38.9420300138049,138,38.942022,-77.090689,Unknown, ,Unknown,C-188-124-078-210,46th b/w Van Ness and Mass Ave,StormDrainsPt_1765,,,,
-77.0905439793532,38.9420300108276,139,38.942022,-77.090542,Unknown, ,Unknown,C-188-124-201-204,46th b/w Van Ness and Mass Ave,StormDrainsPt_1767,,,,
-77.004446731968,38.9420633552232,140,38.942056,-77.004444,4/24/2013,2013,Washington Yu Ying PCS,C-262-122-829-564,4320 2nd St NE,StormDrainsPt_1107,,,,
-77.0295939567063,38.9420272363378,141,38.942019,-77.029592,10/19/2016,2016,Girl Scout Troup 6531,C-241-123-030-009,13th & Upshur NW,StormDrainsPt_1555,,,,
-76.9773422816669,38.941877799564,142,38.94187,-76.97734,8/17/2018,2018,DOEE, , ,StormDrainsPt_1745,,,,
-76.9774122738181,38.9418477974842,143,38.94184,-76.97741,8/17/2018,2018,DOEE, , ,StormDrainsPt_1750,,,,
-76.9783786385216,38.94184727756,144,38.941839,-76.978376,8/17/2018,2018,DOEE, , ,StormDrainsPt_1744,,,,
-76.9782527945546,38.9418391737808,145,38.941831,-76.978251,8/17/2018,2018,DOEE, , ,StormDrainsPt_1749,,,,
-77.0274411849685,38.94182723702,146,38.941819,-77.027439,10/19/2016,2016,Girl Scout Troup 6531,C-242-122-891-744,Upshur St NW,StormDrainsPt_1562,,,,
-76.9773400831177,38.9417543495221,147,38.941747,-76.977338,8/17/2018,2018,DOEE, , ,StormDrainsPt_1747,,,,
-76.977204964012,38.9417503866303,148,38.941743,-76.977203,8/17/2018,2018,DOEE, , ,StormDrainsPt_1748,,,,
-76.9783691562827,38.9417348613459,149,38.941727,-76.978367,8/17/2018,2018,DOEE, , ,StormDrainsPt_1751,,,,
-76.9782422740542,38.9417277933166,150,38.94172,-76.97824,8/17/2018,2018,DOEE, , ,StormDrainsPt_1752,,,,
-77.00453006696,38.941616126437,151,38.941608,-77.004528,4/24/2013,2013,Washington Yu Ying PCS,C-262-122-746-070,100 block Taussig Pl NE,StormDrainsPt_1106,,,,
-77.0045217304601,38.9414855696,152,38.941478,-77.004519,4/24/2013,2013,Washington Yu Ying PCS,C-262-121-748-925,100 block Taussig Pl NE,StormDrainsPt_1104,,,,
-77.0044745108438,38.940818903791,153,38.940811,-77.004472,4/24/2013,2013,Washington Yu Ying PCS,C-262-121-775-187,200 Taylor St NE,StormDrainsPt_1105,,,,
-77.0326717440132,38.9406883519232,154,38.940681,-77.032669,7/6/2011,2011,Jim Graham Youth Program,C-238-121-331-580,14th & Taylor,StormDrainsPt_770,,,,
-77.0327745175839,38.9406855756211,155,38.940678,-77.032772,7/6/2011,2011,Jim Graham Youth Program,C-238-121-239-582,14th & Taylor,StormDrainsPt_769,,,,
-76.9763800588058,38.9403077971263,156,38.9403,-76.976378,6/20/2010,2010,Girl Scouts of America,C-287-120-114-084,20th Bunker Hill Rd,StormDrainsPt_250,,,,
-76.9752995032211,38.9402605775383,157,38.940253,-76.975297,6/20/2010,2010,Girl Scouts of America,C-288-120-044-012,21st. Bunker Hill R,StormDrainsPt_255,,,,
-76.9752606078849,38.9395633543794,158,38.939556,-76.975258,6/20/2010,2010,Girl Scouts of America,C-288-119-067-236,21st Shepherd S,StormDrainsPt_253,,,,
-76.9742356113626,38.9395578000551,159,38.93955,-76.974233,6/20/2010,2010,Girl Scouts of America,C-288-119-949-211,22nd Shepherd St,StormDrainsPt_254,,,,
-77.002685621301,38.939482794499,160,38.939475,-77.002683,4/24/2013,2013,Washington Yu Ying PCS,C-264-119-292-670,4250 Harewood Ave NE,StormDrainsPt_1111,,,,
-77.0028439556967,38.9394633508516,161,38.939456,-77.002842,4/24/2013,2013,Washington Yu Ying PCS,C-264-119-152-650,4250 Harewood Ave NE,StormDrainsPt_1110,,,,
-76.9882384395713,38.938887452188,162,38.93888,-76.988236,5/10/2019,2019,Priscilla Lyle,C-276-118-796-744,1 SD 13th & Ritchie pl ne,StormDrainsPt_1876,,,,
-77.0326384061923,38.9388189059005,163,38.938811,-77.032636,7/6/2011,2011,Jim Graham Youth Program,C-238-119-314-506,14th & Randolph,StormDrainsPt_767,,,,
-77.0325634015516,38.9387772364263,164,38.938769,-77.032561,7/6/2011,2011,Jim Graham Youth Program,C-238-119-377-459,14th & Randolph,StormDrainsPt_768,,,,
-77.0024911699251,38.9384522408131,165,38.938444,-77.002489,4/24/2013,2013,Washington Yu Ying PCS,C-264-118-436-520,4000 Harewood Ave NE,StormDrainsPt_1109,,,,
-77.0026495135161,38.9384300138615,166,38.938422,-77.002647,4/24/2013,2013,Washington Yu Ying PCS,C-264-118-297-504,4000 Harewood Ave NE,StormDrainsPt_1108,,,,
