X,Y,OBJECTID,FEATURECODE,DESCRIPTION,CAPTUREYEAR,CAPTUREACTION,GIS_ID
-77.0546220623346,38.9044406201419,2477,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2577
-77.0467821946294,38.9044433109463,2478,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1279
-77.0436243881173,38.9044397313392,2479,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_993
-77.0435995661784,38.9044394253131,2480,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_994
-77.0329132038138,38.9044291149443,2481,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_720
-77.04504230777,38.9044239601366,2482,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_1801
-77.0436225326655,38.9044220306162,2483,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_996
-77.0435977103087,38.9044210309465,2484,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_995
-77.0163538580657,38.9044232650654,2485,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_907
-77.0467838294387,38.9044046554433,2486,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1277
-77.0329231091877,38.9044085550901,2487,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_721
-77.0450425288515,38.904390665174,2488,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_1804
-77.0329337782172,38.9043939585498,2489,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_722
-77.0450421776769,38.9043822605149,2490,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1098
-77.0415623369108,38.9043783435147,2491,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1548
-77.0450419514999,38.9043709731341,2492,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_1805
-77.0405443534009,38.9043706928155,2493,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1547
-77.045041633416,38.904360199265,2494,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_1806
-77.0432556420191,38.9043549286808,2495,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1150
-77.0329593738552,38.9043472340085,2496,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_717
-77.0317751004127,38.9043428957968,2497,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_415
-77.0467854660027,38.9043335248215,2498,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1274
-77.043257980917,38.90433349694,2499,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1151
-77.0612580309508,38.9043130678007,2500,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2698
-77.043258211731,38.9043148765861,2501,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1156
-77.0329814700258,38.9043120771757,2502,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_719
-77.0173606131059,38.9042995882358,2503,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_906
-77.0467854370317,38.904289356871,2504,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1273
-77.0145425021438,38.9042968291419,2505,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_775
-77.0174047073921,38.9042843485487,2506,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_904
-77.0467845721772,38.9042714936503,2507,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1272
-77.02017211068,38.9042755887439,2508,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2088
-77.0201312175794,38.9042750913303,2509,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2089
-77.0473298621449,38.9042664725556,2510,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1265
-77.0432567303708,38.9042675202158,2511,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1152
-77.0145340005572,38.9042733003808,2512,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_804
-77.0581656680407,38.9042539770768,2513,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2659
-77.0404779954063,38.9042529766369,2514,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1545
-77.0467858030267,38.9042497379811,2515,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1271
-77.0251126581462,38.9042557586545,2516,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2204
-77.0258393001091,38.9042543750551,2517,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2206
-77.0432932191205,38.9042482378294,2518,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1042
-77.0145270910794,38.9042552575082,2519,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_774
-77.0581603335633,38.9042298643656,2520,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_1834
-77.0432949730547,38.9042317879242,2521,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1157
-77.0554932115521,38.9042200724209,2522,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2689
-77.014515580196,38.9042304048917,2523,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_776
-77.0581618893042,38.9042149187297,2524,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2658
-77.0554712667925,38.9042132545095,2525,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2688
-77.0363103680015,38.9042201596151,2526,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_412
-77.0436336435556,38.9042098526972,2527,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1074
-77.0554463456552,38.9042039517006,2528,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2687
-77.0363108094417,38.9042040795657,2529,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_411
-77.055399482501,38.9041913352104,2530,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2686
-77.0404414163166,38.9041956060882,2531,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1544
-77.0415544124702,38.9041932336614,2532,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1543
-77.0581627297805,38.9041852537972,2533,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2619
-77.0402631718173,38.9041812542883,2534,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1542
-77.043634438464,38.9041712065594,2535,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1076
-77.0489444845113,38.9041683458736,2536,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2679
-77.0363107861449,38.9041583171334,2537,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_410
-77.0581612346236,38.9041472482902,2538,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2669
-77.036310327783,38.9041411563609,2539,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_409
-77.0436331208289,38.9041280480246,2540,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1077
-76.9882760175021,38.9041340051609,2541,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_8459
-77.0147860620924,38.9041330086818,2542,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_808
-77.036310768489,38.9041236349748,2543,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_408
-77.0418351900077,38.9041203009058,2544,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1541
-76.9740969174473,38.9041143990535,2545,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_8478
-77.0418352125423,38.904099752841,2546,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_1540
-76.9740969216015,38.9041029584448,2547,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_8477
-77.0006709917576,38.9193336085804,2548,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7829
-77.0006709916435,38.9193215194034,2549,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7828
-77.017616584636,38.9193111758009,2550,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7697
-77.0176416878777,38.9193094153892,2551,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7696
-77.0006713028728,38.9193092050164,2552,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7827
-77.0308695361824,38.9192778067835,2553,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7509
-77.0305578675009,38.9192769248149,2554,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7507
-77.0308202162716,38.9192766757449,2555,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7506
-77.030529742453,38.9192765087753,2556,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7504
-77.0305124453715,38.9192762430435,2557,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7503
-77.0304613845436,38.919275823966,2558,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7501
-77.0305789807938,38.9192756671337,2559,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7500
-77.0145990310381,38.9192354894422,2560,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7695
-77.0604902638208,38.91911694122,2561,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2999
-77.0177323127441,38.9191249291106,2562,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7694
-77.0251493513924,38.9191235230491,2563,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7621
-77.0251207997122,38.9191229166246,2564,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7620
-77.0605073882472,38.9191038972991,2565,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_3000
-76.9989582825936,38.9191091723909,2566,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7825
-77.025199781852,38.9191026128599,2567,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7619
-77.0251545560819,38.9191023973966,2568,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7618
-77.0251299482358,38.9191021504583,2569,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7616
-77.0251019270795,38.919101760115,2570,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7615
-77.0604875524436,38.9190879538146,2571,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_3001
-77.0250617283828,38.9190999310447,2572,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7613
-77.0252226471621,38.9190991487279,2573,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7611
-76.9611170228327,38.9190887187344,2574,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_8192
-77.0707921728954,38.9190648062864,2575,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_38
-76.9989391065553,38.9190763458679,2576,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7823
-76.9989274603147,38.9190529601396,2577,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7822
-76.9989166788299,38.9190359793401,2578,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7821
-77.0612032904563,38.9189837150672,2579,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2997
-77.0612187066092,38.9189689423368,2580,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2996
-77.041779678174,38.9189600875218,2581,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_7287
-77.0363072700663,38.9189483404954,2582,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7499
-77.0363075122189,38.9189256844703,2583,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7498
-77.0417812457792,38.9189196215421,2584,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_7285
-77.0446525123342,38.9189126501389,2585,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7284
-77.0376580586029,38.9188710538985,2586,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7282
-77.0363040712817,38.918871302251,2587,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7497
-77.0282063770721,38.9188631149413,2588,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_6379
-77.0377036229329,38.9188575177016,2589,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7280
-77.0441849908589,38.9188409143587,2590,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7279
-77.0443737796552,38.9188397888439,2591,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7278
-77.044215316667,38.9188387228716,2592,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7276
-77.0442379639424,38.9188385881831,2593,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7275
-77.0363038704693,38.9188392596833,2594,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7495
-77.0251718266188,38.9188316393247,2595,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_6384
-77.0318158173992,38.918732089588,2596,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7494
-77.0318156063969,38.9187243785148,2597,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7493
-76.9605512494296,38.9187181426149,2598,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_8436
-76.9605213155447,38.9187160335653,2599,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_8435
-77.0318154681835,38.9186988939864,2600,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7491
-77.0272092268169,38.9186584299061,2601,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7490
-77.0272307657702,38.918654893623,2602,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7489
-77.0612061587674,38.9186309292871,2603,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2994
-77.0612067953142,38.9186202090389,2604,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2995
-77.0272326247201,38.9186310481399,2605,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7486
-77.061158471113,38.9185969207785,2606,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2991
-76.9568887124347,38.9185875072445,2607,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_8196
-76.9569372141897,38.9185849847781,2608,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_8194
-77.0475815766464,38.9185827621219,2609,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7165
-77.0611580148314,38.9185623740646,2610,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2992
-77.0475502760434,38.918558083028,2611,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7164
-77.0611569855368,38.9185319624747,2612,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2993
-77.0699151521172,38.918514330675,2613,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_35
-77.0478917306735,38.9185130730815,2614,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7162
-77.0699021187608,38.9184993936487,2615,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_34
-76.9565405125916,38.918498952494,2616,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_8193
-77.0474949086214,38.9184795979398,2617,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7161
-77.0158720551477,38.9184703541176,2618,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7692
-77.0159097846244,38.9184678987203,2619,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7690
-77.0159401222818,38.9184639669534,2620,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7689
-77.0159592751277,38.9184619825062,2621,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7688
-77.0159808152637,38.9184615021206,2622,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7687
-77.0698386463487,38.9184238967321,2623,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_32
-77.0698257867597,38.9184097433182,2624,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_31
-77.0454399515646,38.9183587125788,2625,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7272
-77.0454646001165,38.9183507486344,2626,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_7271
-77.0346522123327,38.918285568674,2627,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7483
-77.0367719744864,38.9182671473738,2628,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7270
-77.0400262213339,38.9182174149426,2629,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7269
-77.0248121960565,38.918218474163,2630,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7608
-77.0248328933889,38.9182154159419,2631,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7607
-77.0315330727326,38.9182126738265,2632,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7481
-77.0314144280744,38.9182109491601,2633,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7479
-77.0314823810085,38.9182107867377,2634,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7478
-77.0313628944269,38.9182087109209,2635,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7476
-77.031320425155,38.9182085151208,2636,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7475
-77.0056488437884,38.9181703363877,2637,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_7801
-77.0056233945181,38.9181695628991,2638,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_7799
-77.0124301753047,38.9181667308332,2639,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_7686
-77.0694610941235,38.9180585005629,2640,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_29
-77.0691103883444,38.9180482858702,2641,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_28
-77.0694368539768,38.9180330303948,2642,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_26
-77.0317222092836,38.9180375006742,2643,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7474
-77.031693864994,38.918035661658,2644,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7472
-77.0316547168678,38.9180356542534,2645,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7471
-77.0316048215157,38.91803512726,2646,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7469
-77.0330260993006,38.9180332658281,2647,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7468
-77.0359494081131,38.9180316733282,2648,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7466
-77.0359966277273,38.9180311092827,2649,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7465
-77.0610710549379,38.9180201179391,2650,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_3011
-77.069421555889,38.9180131400761,2651,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_25
-77.0694064234183,38.9179975376236,2652,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_24
-77.0281916612289,38.9180122456429,2653,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7462
-77.028196126422,38.9179897958041,2654,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7461
-77.0461998885947,38.9179829383128,2655,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7158
-77.0462193831377,38.9179759131127,2656,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7157
-77.0321664299635,38.9179778071345,2657,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7460
-77.0444426632811,38.9179637114635,2658,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7266
-77.043297668408,38.9088809246373,2659,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6832
-77.0659097744518,38.9088624563033,2660,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2792
-77.0347205013737,38.9088626728963,2661,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6646
-77.0432990685597,38.9088512866571,2662,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6831
-77.0347204935457,38.908846593,2663,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6644
-77.0367838758895,38.9088356830523,2664,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_6643
-77.0367820344797,38.9088197839002,2665,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_6641
-77.040773331781,38.9088126307525,2666,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6640
-77.0407294989561,38.9087973318518,2667,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6638
-77.0440232323999,38.9087944255972,2668,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6830
-77.0383830487271,38.9087759207213,2669,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6637
-77.0151029933465,38.9087738628349,2670,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6442
-77.0151018712808,38.9087564228217,2671,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6441
-77.0151010490352,38.9087392169868,2672,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6440
-77.0447124531934,38.9087077197634,2673,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_6357
-77.0075193119826,38.9086885043829,2674,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6439
-77.0489986854255,38.9086714537713,2675,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6827
-77.0490383233309,38.9086702120056,2676,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6826
-77.0489715206975,38.9086700058085,2677,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6824
-77.0489484844806,38.9086698893451,2678,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6823
-77.0197125865072,38.9086761290539,2679,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6437
-77.007607626669,38.9086693289035,2680,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6436
-77.0172045000031,38.9086471220925,2681,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6434
-77.0478082781184,38.9086380395316,2682,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6822
-77.0478525515133,38.9086376790893,2683,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6820
-77.0187203758861,38.9086455377665,2684,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6433
-77.0376955095524,38.9086351999809,2685,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6635
-77.0376459204679,38.9086346124109,2686,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6631
-77.0376077921145,38.9086346246905,2687,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6632
-77.0376272420667,38.90863373561,2688,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6630
-77.0102678918595,38.9086366142328,2689,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6431
-77.0102171039595,38.9086362583521,2690,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6430
-77.0103443096254,38.9086341031705,2691,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6428
-77.010295354881,38.9086333958359,2692,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6427
-77.0712416657283,38.9086104801496,2693,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_9832
-77.0712919109501,38.9086097468498,2694,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_9830
-77.0711241426819,38.90860854289,2695,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_9829
-77.040985342025,38.908598157911,2696,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6628
-77.0591621893801,38.9085756658448,2697,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2791
-77.0409288477384,38.9085792601866,2698,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6626
-77.0409138441366,38.9085729595986,2699,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6625
-77.058281733371,38.9085623436149,2700,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2789
-77.0383301424436,38.9085671876658,2701,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_6624
-77.0408861679814,38.9085639609401,2702,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6623
-77.0400423724408,38.9085582716422,2703,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_6342
-77.0400173825852,38.9085489025149,2704,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_6343
-77.0634427007219,38.9085147485023,2705,7637,Grate Inlet,2017/03/09 00:00:00+00,E,GratePt_2990
-77.0637828760667,38.9085094465449,2706,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2788
-77.0637348783153,38.9085092925713,2707,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2787
-77.063755987923,38.9085081279851,2708,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_2786
-77.045138283176,38.9085003550218,2709,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6819
-77.0451595198239,38.9084990586214,2710,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6818
-77.0557043802566,38.908493759158,2711,7637,Grate Inlet,2019/04/23 00:00:00+00,A,GratePt_6358
-77.042980152331,38.9084957098254,2712,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6816
-77.0293957577775,38.9084897651213,2713,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7064
-77.0294433747394,38.9084893927967,2714,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7063
-77.0292959112854,38.9084887091995,2715,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7061
-77.0429718649999,38.908480605875,2716,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6815
-77.0039863429997,38.9084835763704,2717,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6425
-77.0040100016394,38.9084830350596,2718,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6424
-77.0429603806411,38.9084599539576,2719,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6814
-77.0061949103498,38.908462941074,2720,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6423
-77.0570323704116,38.9084395007578,2721,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_7042
-77.0062265465573,38.9084524807014,2722,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6421
-77.0429377052151,38.908427009758,2723,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6813
-77.042922923038,38.908405719456,2724,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6812
-77.0429188445953,38.9083915778485,2725,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_6811
-77.0723782773522,38.9083620429409,2726,7637,Grate Inlet,2015/04/24 00:00:00+00,E,GratePt_9828
