SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
2566    2060,1,1,C,Brick/Concr,50,Very Good,CB,Concrete Block,8,,2019/09/27 00:00:00+00,6800000,Q,2005,,2005,2,15970,58,6058,2023/01/05 05:16:47+00,16964281
2567    0058,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2018/03/15 00:00:00+00,0,U,1928,,1990,2,1628,41,1050,2023/01/05 05:16:47+00,16964282
2567    0059,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2018/03/15 00:00:00+00,0,U,1928,2008,2005,2,1366,46,698,2023/01/05 05:16:47+00,16964283
2567    0060,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2018/03/15 00:00:00+00,0,U,1928,,1990,2,1576,41,818,2023/01/05 05:16:47+00,16964284
2567    0090,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,2022/11/02 00:00:00+00,8600000,Q,1924,,1975,4,13280,22,8214,2023/01/05 05:16:47+00,16964285
2567    0813,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,21,2011/07/29 00:00:00+00,602460,U,1941,2017,1975,1,18736,21,6600,2023/01/05 05:16:47+00,16964286
2567    2248,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,986,2023/01/05 05:16:47+00,16964287
2567    2249,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964288
2567    2250,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964289
2567    2251,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964290
2567    2252,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964291
2567    2253,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964292
2567    2254,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964293
2567    2255,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964294
2567    2256,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964295
2567    2257,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964296
2567    2258,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964297
2567    2259,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964298
2567    2260,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1900,1,727,216,431,2023/01/05 05:16:47+00,16964299
2567    2264,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,2006/04/07 00:00:00+00,3989000,U,1900,2004,1985,1,10755,58,7649,2023/01/05 05:16:47+00,16964300
2567    2265,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,,2015/08/31 00:00:00+00,1300000,U,1900,2004,1985,6,2672,58,1780,2023/01/05 05:16:47+00,16964301
2568    0806,1,1,C,Brick/Concr,55,Very Good +,BV,Brick Veneer,16,,1987/08/05 00:00:00+00,0,Q,1912,,1982,1,24180,51,34132,2023/01/05 05:16:47+00,16964302
2568    0809,1,1,C,Brick/Concr,30,Average,S,Stone,16,,1900/01/01 00:00:00+00,0,U,0,,1982,1,35322,51,36744,2023/01/05 05:16:47+00,16964303
2571    0011,1,1,C,Brick/Concr,40,Good,BR,Brick,9,14,1999/11/01 00:00:00+00,900000,Q,1932,,1990,1,11343,21,4752,2023/01/05 05:16:47+00,16964304
2571    0050,1,1,C,Brick/Concr,30,Average,S,Stone,12,,1900/01/01 00:00:00+00,,U,1932,,1985,1,17709,85,9150,2023/01/05 05:16:47+00,16964305
2571    0104,1,1,B,Reinf Concr,40,Good,BV,Brick Veneer,9,302,1900/01/01 00:00:00+00,,U,1918,1984,1970,1,276099,22,88055,2023/01/05 05:16:47+00,16964306
2571    0954,1,1,0,No Data,30,Average,WS,Wood Siding,8,55,1900/01/01 00:00:00+00,,U,1927,,1927,1,118686,27,45420,2023/01/05 05:16:47+00,16964307
2571    0959,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1914,,1985,1,2393,42,1565,2023/01/05 05:16:47+00,16964308
2571    0960,1,1,C,Brick/Concr,30,Average,BR,Brick,8,100,2001/06/26 00:00:00+00,3750000,Q,1940,,1978,1,65266,22,16585,2023/01/05 05:16:47+00,16964309
2572    0036,1,1,C,Brick/Concr,40,Good,C,Concrete,22,,1999/02/11 00:00:00+00,0,U,1940,,1970,1,116690,47,42485,2023/01/05 05:16:47+00,16964310
2572    0815,1,1,B,Reinf Concr,40,Good,BV,Brick Veneer,9,394,2003/07/30 00:00:00+00,0,U,1941,,1970,1,439502,29,96594,2023/01/05 05:16:47+00,16964311
2572    0816,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,12,117,2003/07/30 00:00:00+00,0,U,2014,,2015,1,94000,22,61490,2023/01/05 05:16:47+00,16964312
2574    0032,1,1,C,Brick/Concr,30,Average,S,Stone,12,179,1999/12/10 00:00:00+00,2150000,U,1926,2002,1981,1,30353,22,21788,2023/01/05 05:16:47+00,16964313
2574    0033,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,77,2022/09/29 00:00:00+00,16170000,Q,1965,,1965,4,55555,22,12842,2023/01/05 05:16:47+00,16964314
2574    0035,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,10,8,1900/01/01 00:00:00+00,0,U,1937,,2018,1,77367,22,13827,2023/01/05 05:16:47+00,16964315
2574    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,10,206,1900/01/01 00:00:00+00,0,U,1942,2019,2019,1,166984,22,44818,2023/01/05 05:16:47+00,16964316
2574    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1907,,1967,1,2220,85,3094,2023/01/05 05:16:47+00,16964317
2575    0023,1,1,C,Brick/Concr,40,Good,BR,Brick,9,48,2009/10/20 00:00:00+00,3725000,Q,1965,,1978,1,32751,22,7668,2023/01/05 05:16:47+00,16964318
2575    0030,1,1,C,Brick/Concr,30,Average,BR,Brick,9,37,2020/06/30 00:00:00+00,8450000,Q,1937,,1970,3,33547,21,12714,2023/01/05 05:16:47+00,16964319
2575    0031,1,1,C,Brick/Concr,60,Excellent,0,Typical,10,,1900/01/01 00:00:00+00,,U,1907,2010,1982,1,21787,51,35521,2023/01/05 05:16:47+00,16964320
2575    0032,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1900,,1995,1,14040,85,17015,2023/01/05 05:16:47+00,16964321
2575    0834,1,1,C,Brick/Concr,30,Average,S,Stone,12,,1900/01/01 00:00:00+00,,U,1910,,1985,1,25033,85,16721,2023/01/05 05:16:47+00,16964322
2575    0843,1,1,C,Brick/Concr,35,Average +,S,Stone,12,,1900/01/01 00:00:00+00,,U,1918,,1975,1,22849,85,26775,2023/01/05 05:16:47+00,16964323
2575    0844,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,71,2015/03/25 00:00:00+00,13250000,Q,1932,,1980,2,72924,22,17250,2023/01/05 05:16:47+00,16964324
2576    0062,1,1,C,Brick/Concr,40,Good,BR,Brick,9,29,2005/10/03 00:00:00+00,3560000,U,1927,2007,1985,1,27888,22,6375,2023/01/05 05:16:47+00,16964325
2576    0063,1,1,C,Brick/Concr,40,Good,BR,Brick,9,60,2005/10/03 00:00:00+00,3360000,U,1927,2008,2000,1,59772,22,15000,2023/01/05 05:16:47+00,16964326
2576    0064,1,1,B,Reinf Concr,55,Very Good +,BR,Brick,12,,2005/04/20 00:00:00+00,0,U,0,,1987,1,66429,83,90000,2023/01/05 05:16:47+00,16964327
2576    0809,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2005/10/03 00:00:00+00,3560000,U,1917,2007,1990,1,14764,21,4875,2023/01/05 05:16:47+00,16964328
2576    0810,1,1,C,Brick/Concr,30,Average,BR,Brick,9,33,2017/03/10 00:00:00+00,3600000,Q,1917,2019,1970,2,37180,22,15000,2023/01/05 05:16:47+00,16964329
2577    0038,1,1,B,Reinf Concr,50,Very Good,BR,Brick,22,,1900/01/01 00:00:00+00,,U,1910,1922,1957,1,35506,85,34551,2023/01/05 05:16:47+00,16964330
2577    0043,1,1,C,Brick/Concr,30,Average,BR,Brick,30,,1900/01/01 00:00:00+00,,U,1924,,1967,1,41768,81,31204,2023/01/05 05:16:47+00,16964331
2577    0821,1,1,C,Brick/Concr,40,Good,S,Stone,12,,1900/01/01 00:00:00+00,,U,1922,,1957,1,34821,85,29995,2023/01/05 05:16:47+00,16964332
2578    0830,1,1,C,Brick/Concr,30,Average,S,Stone,36,0,1900/01/01 00:00:00+00,0,U,1933,,1985,1,14991,81,18300,2023/01/05 05:16:47+00,16964333
2578    0833,1,1,LR,Low Rise,60,Excellent,S,Stone,10,22,1900/01/01 00:00:00+00,0,U,1925,2018,2018,1,27451,22,27975,2023/01/05 05:16:47+00,16964334
2578    0833,2,1,HR,High Rise,45,Good +,BR,Brick,10,112,1900/01/01 00:00:00+00,0,U,2018,,2018,1,132498,22,27975,2023/01/05 05:16:47+00,16964335
2578    0834,1,1,HR,High Rise,60,Excellent,C,Concrete,10,172,2018/03/05 00:00:00+00,10314043,Q,2021,,2021,2,195817,22,29592,2023/01/05 05:16:47+00,16964336
2578    0835,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,24,,1900/01/01 00:00:00+00,0,U,1940,,1960,1,37350,89,19660,2023/01/05 05:16:47+00,16964337
2579    0026,1,1,C,Brick/Concr,20,Fair,BR,Brick,10,,2021/09/14 00:00:00+00,900000,Q,1926,,1975,4,3561,42,1653,2023/01/05 05:16:47+00,16964338
2579    0033,1,1,C,Brick/Concr,10,Poor,BR,Brick,10,,2008/01/29 00:00:00+00,0,U,1937,2009,1980,1,9242,49,7186,2023/01/05 05:16:47+00,16964339
2579    0034,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1989,,2000,1,25017,51,7912,2023/01/05 05:16:47+00,16964340
2579    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2013/08/05 00:00:00+00,0,U,1910,2014,1995,1,6598,42,4705,2023/01/05 05:16:47+00,16964341
2579    0800,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2008/10/10 00:00:00+00,0,U,1910,,1980,1,13785,49,3012,2023/01/05 05:16:47+00,16964342
2579    0809,1,1,C,Brick/Concr,25,Fair +,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1926,,1980,1,3434,46,1924,2023/01/05 05:16:47+00,16964343
2579    0810,1,1,C,Brick/Concr,25,Fair +,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1926,,1980,1,2637,42,1676,2023/01/05 05:16:47+00,16964344
2580    0157,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1900,,1980,1,3514,42,1260,2023/01/05 05:16:47+00,16964345
2580    0355,1,1,C,Brick/Concr,40,Good,BR,Brick,9,33,2014/04/11 00:00:00+00,4641000,Q,1910,2017,1995,1,19800,21,8265,2023/01/05 05:16:47+00,16964346
2580    0417,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,1900/01/01 00:00:00+00,,U,1914,,1985,1,5527,89,3465,2023/01/05 05:16:47+00,16964347
2580    0424,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1986/07/25 00:00:00+00,0,U,1914,,1980,1,3508,51,1786,2023/01/05 05:16:47+00,16964348
2580    0430,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2011/05/16 00:00:00+00,1700000,Q,1914,2004,2000,1,8294,49,1755,2023/01/05 05:16:47+00,16964349
2580    0511,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2011/07/01 00:00:00+00,3113600,U,1906,2005,1995,1,9823,49,4406,2023/01/05 05:16:47+00,16964350
2580    0512,1,1,C,Brick/Concr,40,Good,CB,Concrete Block,12,,2015/03/03 00:00:00+00,2521351,Q,1951,2009,1987,3,43769,47,26153,2023/01/05 05:16:47+00,16964351
2580    0514,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2004/10/06 00:00:00+00,925000,Q,1922,2011,1992,1,2981,41,4853,2023/01/05 05:16:47+00,16964352
2580    0516,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2010/11/05 00:00:00+00,1250000,U,1906,,1960,1,10399,45,3844,2023/01/05 05:16:47+00,16964353
2580    0517,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2004/10/06 00:00:00+00,725000,Q,1907,,1985,1,4503,49,3072,2023/01/05 05:16:47+00,16964354
2580    0518,1,1,C,Brick/Concr,60,Excellent,CB,Concrete Block,12,,2020/04/29 00:00:00+00,17325000,Q,1986,2009,2011,4,12580,41,13473,2023/01/05 05:16:47+00,16964355
2580    0815,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2018/03/01 00:00:00+00,1447500,Q,1906,,1980,4,2811,42,1008,2023/01/05 05:16:47+00,16964356
2580    0816,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1999/07/15 00:00:00+00,185000,U,1906,2006,1980,1,2870,42,1008,2023/01/05 05:16:47+00,16964357
2580    0852,1,1,C,Brick/Concr,30,Average,C,Concrete,18,,2005/05/19 00:00:00+00,2889290,U,1952,2015,1976,1,5550,61,8087,2023/01/05 05:16:47+00,16964358
2580    0856,1,1,C,Brick/Concr,35,Average +,BR,Brick,10,,2007/03/02 00:00:00+00,850000,Q,1906,,1998,1,5763,42,2099,2023/01/05 05:16:47+00,16964359
2580    0861,1,1,A,Struct Steel,40,Good,C,Concrete,9,,1900/01/01 00:00:00+00,0,U,2018,,2019,1,8550,41,8550,2023/01/05 05:16:47+00,16964360
2580    2001,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,9,,2003/07/09 00:00:00+00,0,U,1976,,1992,1,537,216,422,2023/01/05 05:16:47+00,16964361
2580    2002,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,27,216,422,2023/01/05 05:16:47+00,16964362
2580    2003,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,1206,216,798,2023/01/05 05:16:47+00,16964363
2580    2004,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,626,216,422,2023/01/05 05:16:47+00,16964364
2580    2005,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,26,216,422,2023/01/05 05:16:47+00,16964365
2580    2006,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,1169,216,798,2023/01/05 05:16:47+00,16964366
2580    2007,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,621,216,422,2023/01/05 05:16:47+00,16964367
2580    2008,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,27,216,422,2023/01/05 05:16:47+00,16964368
2580    2009,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,1217,216,798,2023/01/05 05:16:47+00,16964369
2580    2010,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,617,216,422,2023/01/05 05:16:47+00,16964370
2580    2011,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,27,216,422,2023/01/05 05:16:47+00,16964371
2580    2012,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,1196,216,798,2023/01/05 05:16:47+00,16964372
2580    2013,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,630,216,422,2023/01/05 05:16:47+00,16964373
2580    2014,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,27,216,422,2023/01/05 05:16:47+00,16964374
2580    2015,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,1217,216,798,2023/01/05 05:16:47+00,16964375
2580    2016,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,611,216,422,2023/01/05 05:16:47+00,16964376
2580    2017,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,27,216,422,2023/01/05 05:16:47+00,16964377
2580    2018,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,1205,216,798,2023/01/05 05:16:47+00,16964378
2580    2019,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,597,216,422,2023/01/05 05:16:47+00,16964379
2580    2020,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,26,216,422,2023/01/05 05:16:47+00,16964380
2580    2021,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,1159,216,798,2023/01/05 05:16:47+00,16964381
2580    2022,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,611,216,422,2023/01/05 05:16:47+00,16964382
2580    2023,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,26,216,422,2023/01/05 05:16:47+00,16964383
2580    2024,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,1173,216,798,2023/01/05 05:16:47+00,16964384
2580    2025,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,603,216,422,2023/01/05 05:16:47+00,16964385
2580    2026,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,26,216,422,2023/01/05 05:16:47+00,16964386
2580    2027,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,1171,216,798,2023/01/05 05:16:47+00,16964387
2580    2028,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,603,216,422,2023/01/05 05:16:47+00,16964388
2580    2029,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,27,216,422,2023/01/05 05:16:47+00,16964389
2580    2030,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,1175,216,798,2023/01/05 05:16:47+00,16964390
2580    2031,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,607,216,422,2023/01/05 05:16:47+00,16964391
2580    2032,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,26,216,422,2023/01/05 05:16:47+00,16964392
2580    2033,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2000/12/18 00:00:00+00,0,U,1976,,1976,1,1170,216,798,2023/01/05 05:16:47+00,16964393
2580    2034,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,645,216,422,2023/01/05 05:16:47+00,16964394
2580    2035,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,30,216,422,2023/01/05 05:16:47+00,16964395
2580    2036,1,1,C,Brick/Concr,40,Good,BR,Brick,8,1,2003/07/09 00:00:00+00,0,U,1976,,1976,1,686,216,422,2023/01/05 05:16:47+00,16964396
2580    2091,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,,2016/03/16 00:00:00+00,6292000,U,1900,1988,2000,3,20277,58,8076,2023/01/05 05:16:47+00,16964397
2580    2132,1,1,C,Brick/Concr,50,Very Good,0,Typical,8,1,1900/01/01 00:00:00+00,0,U,2016,,2017,1,8232,48,2939,2023/01/05 05:16:47+00,16964398
2580    7000,1,1,A,Struct Steel,45,Good +,C,Concrete,9,80,1900/01/01 00:00:00+00,0,U,2018,,2018,1,57891,22,0,2023/01/05 05:16:47+00,16964399
2581    0281,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2015/09/15 00:00:00+00,0,U,1905,,1980,5,3075,45,1618,2023/01/05 05:16:47+00,16964400
2581    0282,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2015/09/15 00:00:00+00,0,U,1905,,1980,4,2664,45,1552,2023/01/05 05:16:47+00,16964401
2581    0283,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2018/12/14 00:00:00+00,0,U,1905,,1980,2,3378,45,1533,2023/01/05 05:16:47+00,16964402
2581    0284,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2007/07/11 00:00:00+00,0,U,1912,,1980,1,4155,42,1514,2023/01/05 05:16:47+00,16964403
2581    0285,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2017/12/15 00:00:00+00,135065,U,1940,2009,1981,2,4989,42,2552,2023/01/05 05:16:47+00,16964404
2581    0286,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,,2014/06/05 00:00:00+00,0,U,1905,2007,1980,2,3528,89,1774,2023/01/05 05:16:47+00,16964405
2581    0448,1,1,C,Brick/Concr,50,Very Good,BV,Brick Veneer,9,91,2014/03/25 00:00:00+00,0,U,1916,,1978,1,114441,22,31700,2023/01/05 05:16:47+00,16964406
2581    0471,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,9,82,2014/03/25 00:00:00+00,0,U,1920,,1979,1,104040,22,19855,2023/01/05 05:16:47+00,16964407
2581    0810,1,1,C,Brick/Concr,35,Average +,BR,Brick,9,,1900/01/01 00:00:00+00,,U,1927,,1985,1,21096,39,7516,2023/01/05 05:16:47+00,16964408
2581    2008,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,466,216,264,2023/01/05 05:16:47+00,16964409
2581    2009,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,453,216,238,2023/01/05 05:16:47+00,16964410
2581    2010,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,324,216,176,2023/01/05 05:16:47+00,16964411
2581    2011,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,289,216,159,2023/01/05 05:16:47+00,16964412
2581    2012,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,457,216,248,2023/01/05 05:16:47+00,16964413
2581    2013,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,457,216,251,2023/01/05 05:16:47+00,16964414
2581    2014,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,522,216,281,2023/01/05 05:16:47+00,16964415
2581    2015,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,449,216,241,2023/01/05 05:16:47+00,16964416
2581    2016,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,322,216,177,2023/01/05 05:16:47+00,16964417
2581    2017,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,350,216,190,2023/01/05 05:16:47+00,16964418
2581    2018,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,455,216,249,2023/01/05 05:16:47+00,16964419
2581    2019,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,455,216,245,2023/01/05 05:16:47+00,16964420
2581    2020,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,528,216,281,2023/01/05 05:16:47+00,16964421
2581    2021,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,446,216,242,2023/01/05 05:16:47+00,16964422
2581    2022,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,324,216,178,2023/01/05 05:16:47+00,16964423
2581    2023,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,345,216,191,2023/01/05 05:16:47+00,16964424
2581    2024,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,448,216,249,2023/01/05 05:16:47+00,16964425
2581    2025,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,452,216,243,2023/01/05 05:16:47+00,16964426
2581    2026,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,502,216,261,2023/01/05 05:16:47+00,16964427
2581    2027,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,680,216,373,2023/01/05 05:16:47+00,16964428
2581    2028,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,529,216,282,2023/01/05 05:16:47+00,16964429
2581    2029,1,1,,,,,,,,,2020/05/21 00:00:00+00,5900000,U,1920,2008,1899,3,499,216,277,2023/01/05 05:16:47+00,16964430
2582    0131,1,1,C,Brick/Concr,30,Average,BR,Brick,9,9,2001/12/11 00:00:00+00,205000,U,1927,,1980,1,7176,21,4000,2023/01/05 05:16:47+00,16964431
2582    0172,1,1,C,Brick/Concr,45,Good +,BR,Brick,9,18,2021/02/05 00:00:00+00,0,U,1911,,1995,3,22303,21,4565,2023/01/05 05:16:47+00,16964432
2582    0800,1,1,0,No Data,30,Average,BR,Brick,8,30,1900/01/01 00:00:00+00,,U,1925,,1925,1,35607,26,11692,2023/01/05 05:16:47+00,16964433
2582    0815,1,1,C,Brick/Concr,30,Average,BR,Brick,9,25,1999/09/21 00:00:00+00,0,U,1961,,1985,1,19328,21,10717,2023/01/05 05:16:47+00,16964434
2582    0826,1,1,C,Brick/Concr,50,Very Good,BR,Brick,9,87,2012/12/26 00:00:00+00,0,U,1938,,1973,1,81080,22,22456,2023/01/05 05:16:47+00,16964435
